time, Susceptible, Exposed, Infected, Hospitalized, Recovered, Death
7665,1.421424105799194e-25,9.615373178962775e-27,1.129989729718549e-26,1.212825726863313e-26,144153558.74125814,61986030.25874082
7666,1.407352007151782e-25,9.520180984491043e-27,1.1188028313943355e-26,1.2008187521673662e-26,144153558.74125814,61986030.25874082
7667,1.3934192222809793e-25,9.425931192744581e-27,1.1077266833635315e-26,1.1889306465209093e-26,144153558.74125814,61986030.25874082
7668,1.3796243719803977e-25,9.33261447393641e-27,1.0967601891982326e-26,1.1771602331203524e-26,144153558.74125814,61986030.25874082
7669,1.3659660906977917e-25,9.240221590644439e-27,1.0859022633251701e-26,1.165506346812461e-26,144153558.74125814,61986030.25874082
7670,1.3524430263998835e-25,9.148743396897059e-27,1.0751518309182508e-26,1.1539678339790177e-26,144153558.74125814,61986030.25874082
7671,1.3390538404385246e-25,9.058170837267778e-27,1.0645078277921601e-26,1.1425435524226254e-26,144153558.74125814,61986030.25874082
7672,1.3257972074181832e-25,8.968494945978827e-27,1.0539692002970178e-26,1.1312323712536415e-26,144153558.74125814,61986030.25874082
7673,1.3126718150647432e-25,8.879706846013637e-27,1.0435349052140773e-26,1.1200331707782304e-26,144153558.74125814,61986030.25874082
7674,1.2996763640956022e-25,8.791797748238101e-27,1.0332039096524578e-26,1.108944842387526e-26,144153558.74125814,61986030.25874082
7675,1.2868095680910558e-25,8.704758950530544e-27,1.0229751909468985e-26,1.0979662884478894e-26,144153558.74125814,61986030.25874082
7676,1.2740701533669544e-25,8.618581836920291e-27,1.0128477365565242e-26,1.0870964221922553e-26,144153558.74125814,61986030.25874082
7677,1.2614568588486215e-25,8.53325787673478e-27,1.0028205439646146e-26,1.076334167612552e-26,144153558.74125814,61986030.25874082
7678,1.24896843594602e-25,8.448778623755106e-27,9.928926205793649e-27,1.0656784593531877e-26,144153558.74125814,61986030.25874082
7679,1.2366036484301545e-25,8.36513571537993e-27,9.830629836356292e-27,1.0551282426055911e-26,144153558.74125814,61986030.25874082
7680,1.224361272310696e-25,8.282320871797668e-27,9.733306600976364e-27,1.0446824730037958e-26,144153558.74125814,61986030.25874082
7681,1.2122400957148201e-25,8.200325895166871e-27,9.636946865626698e-27,1.0343401165210581e-26,144153558.74125814,61986030.25874082
7682,1.2002389187672433e-25,8.119142668804719e-27,9.541541091656993e-27,1.0241001493674996e-26,144153558.74125814,61986030.25874082
7683,1.1883565534714476e-25,8.038763156383552e-27,9.447079834849589e-27,1.0139615578887614e-26,144153558.74125814,61986030.25874082
7684,1.1765918235920802e-25,7.959179401135356e-27,9.353553744484578e-27,1.0039233384656627e-26,144153558.74125814,61986030.25874082
7685,1.1649435645385185e-25,7.880383525064116e-27,9.26095356241418e-27,9.939844974148525e-27,144153558.74125814,61986030.25874082
7686,1.1534106232495873e-25,7.80236772816598e-27,9.16927012214628e-27,9.841440508904455e-27,144153558.74125814,61986030.25874082
7687,1.1419918580794163e-25,7.725124287657137e-27,9.078494347937032e-27,9.744010247866301e-27,144153558.74125814,61986030.25874082
7688,1.1306861386844302e-25,7.648645557209332e-27,8.988617253892455e-27,9.647544546412425e-27,144153558.74125814,61986030.25874082
7689,1.1194923459114543e-25,7.57292396619296e-27,8.89962994307892e-27,9.552033855402941e-27,144153558.74125814,61986030.25874082
7690,1.1084093716869308e-25,7.49795201892765e-27,8.811523606642438e-27,9.457468720234452e-27,144153558.74125814,61986030.25874082
7691,1.0974361189072303e-25,7.423722293940267e-27,8.724289522936678e-27,9.363839779904131e-27,144153558.74125814,61986030.25874082
7692,1.0865715013300486e-25,7.350227443230258e-27,8.637919056659605e-27,9.27113776608308e-27,144153558.74125814,61986030.25874082
7693,1.075814443466881e-25,7.277460191542278e-27,8.552403657998675e-27,9.179353502198858e-27,144153558.74125814,61986030.25874082
7694,1.065163880476559e-25,7.205413335646009e-27,8.467734861784489e-27,9.08847790252709e-27,144153558.74125814,61986030.25874082
7695,1.054618758059841e-25,7.134079743623114e-27,8.383904286652823e-27,8.998501971292072e-27,144153558.74125814,61986030.25874082
7696,1.0441780323550486e-25,7.063452354161245e-27,8.30090363421496e-27,8.90941680177628e-27,144153558.74125814,61986030.25874082
7697,1.0338406698347337e-25,6.993524175855048e-27,8.218724688236232e-27,8.821213575438695e-27,144153558.74125814,61986030.25874082
7698,1.0236056472033698e-25,6.924288286514083e-27,8.137359313822693e-27,8.733883561041852e-27,144153558.74125814,61986030.25874082
7699,1.0134719512960564e-25,6.855737832477594e-27,8.056799456615847e-27,8.647418113787538e-27,144153558.74125814,61986030.25874082
7700,1.0034385789782254e-25,6.787866027936066e-27,7.97703714199535e-27,8.561808674461041e-27,144153558.74125814,61986030.25874082
7701,9.93504537046341e-26,6.720666154259499e-27,7.898064474289596e-27,8.477046768583876e-27,144153558.74125814,61986030.25874082
7702,9.836688421295823e-26,6.65413155933233e-27,7.81987363599413e-27,8.393124005574896e-27,144153558.74125814,61986030.25874082
7703,9.739305205924994e-26,6.58825565689494e-27,7.742456886997788e-27,8.310032077919704e-27,144153558.74125814,61986030.25874082
7704,9.642886084386336e-26,6.52303192589168e-27,7.665806563816509e-27,8.227762760348299e-27,144153558.74125814,61986030.25874082
7705,9.547421512150912e-26,6.458453909825352e-27,7.589915078834726e-27,8.14630790902085e-27,144153558.74125814,61986030.25874082
7706,9.452902039180618e-26,6.394515216118081e-27,7.514774919554262e-27,8.065659460721543e-27,144153558.74125814,61986030.25874082
7707,9.35931830899273e-26,6.331209515478512e-27,7.440378647850674e-27,7.9858094320604e-27,144153558.74125814,61986030.25874082
7708,9.266661057733702e-26,6.268530541275275e-27,7.366718899236952e-27,7.906749918683002e-27,144153558.74125814,61986030.25874082
7709,9.174921113262138e-26,6.20647208891665e-27,7.293788382134507e-27,7.82847309448804e-27,144153558.74125814,61986030.25874082
7710,9.084089394240842e-26,6.145028015236375e-27,7.221579877151375e-27,7.750971210852609e-27,144153558.74125814,61986030.25874082
7711,8.994156909237858e-26,6.0841922378855345e-27,7.150086236367576e-27,7.674236595865167e-27,144153558.74125814,61986030.25874082
7712,8.905114755836403e-26,6.023958734730468e-27,7.079300382627537e-27,7.598261653566103e-27,144153558.74125814,61986030.25874082
7713,8.816954119753623e-26,5.964321543256636e-27,7.009215308839525e-27,7.523038863195798e-27,144153558.74125814,61986030.25874082
7714,8.729666273968062e-26,5.905274759978396e-27,6.939824077282014e-27,7.44856077845016e-27,144153558.74125814,61986030.25874082
7715,8.643242577855778e-26,5.84681253985461e-27,6.871119818916922e-27,7.374820026743503e-27,144153558.74125814,61986030.25874082
7716,8.557674476335006e-26,5.788929095710049e-27,6.803095732709644e-27,7.301809308478742e-27,144153558.74125814,61986030.25874082
7717,8.472953499019289e-26,5.731618697662519e-27,6.735745084955819e-27,7.229521396324802e-27,144153558.74125814,61986030.25874082
7718,8.389071259378998e-26,5.67487567255566e-27,6.669061208614757e-27,7.157949134501186e-27,144153558.74125814,61986030.25874082
7719,8.306019453911145e-26,5.6186944033973586e-27,6.60303750264947e-27,7.087085438069625e-27,144153558.74125814,61986030.25874082
7720,8.223789861317425e-26,5.563069328803725e-27,6.53766743137324e-27,7.016923292232735e-27,144153558.74125814,61986030.25874082
7721,8.142374341690382e-26,5.507994942448568e-27,6.472944523802644e-27,6.947455751639631e-27,144153558.74125814,61986030.25874082
7722,8.061764835707648e-26,5.453465792518327e-27,6.408862373016998e-27,6.878675939698399e-27,144153558.74125814,61986030.25874082
7723,7.981953363834142e-26,5.399476481172395e-27,6.34541463552413e-27,6.810577047895385e-27,144153558.74125814,61986030.25874082
7724,7.902932025532184e-26,5.346021664008789e-27,6.282595030632441e-27,6.74315233512122e-27,144153558.74125814,61986030.25874082
7725,7.824692998479416e-26,5.293096049535102e-27,6.2203973398291804e-27,6.67639512700352e-27,144153558.74125814,61986030.25874082
7726,7.74722853779447e-26,5.240694398644704e-27,6.158815406164871e-27,6.610298815246185e-27,144153558.74125814,61986030.25874082
7727,7.670530975270305e-26,5.188811524098121e-27,6.097843133643839e-27,6.544856856975247e-27,144153558.74125814,61986030.25874082
7728,7.594592718615129e-26,5.13744229000955e-27,6.037474486620765e-27,6.480062774091191e-27,144153558.74125814,61986030.25874082
7729,7.51940625070084e-26,5.0865816113384556e-27,5.9777034892032194e-27,6.415910152627689e-27,144153558.74125814,61986030.25874082
7730,7.444964128818901e-26,5.036224453386205e-27,5.918524224660107e-27,6.3523926421166745e-27,144153558.74125814,61986030.25874082
7731,7.371258983943593e-26,4.9863658312976814e-27,5.859930834835972e-27,6.2895039549597194e-27,144153558.74125814,61986030.25874082
7732,7.298283520002551e-26,4.937000809567834e-27,5.801917519571096e-27,6.227237865805618e-27,144153558.74125814,61986030.25874082
7733,7.226030513154526e-26,4.888124501553113e-27,5.744478536127342e-27,6.1655882109341424e-27,144153558.74125814,61986030.25874082
7734,7.154492811074296e-26,4.839732068987737e-27,5.687608198619681e-27,6.1045488876458946e-27,144153558.74125814,61986030.25874082
7735,7.08366333224466e-26,4.791818721504759e-27,5.631300877453347e-27,6.0441138536582e-27,144153558.74125814,61986030.25874082
7736,7.013535065255438e-26,4.744379716161862e-27,5.5755509987665586e-27,5.984277126506984e-27,144153558.74125814,61986030.25874082
7737,6.944101068109409e-26,4.697410356971859e-27,5.520353043878769e-27,5.9250327829545654e-27,144153558.74125814,61986030.25874082
7738,6.875354467535126e-26,4.6509059944378374e-27,5.465701548744369e-27,5.8663749584033156e-27,144153558.74125814,61986030.25874082
7739,6.807288458306528e-26,4.604862025092903e-27,5.4115911034118e-27,5.8082978463151225e-27,144153558.74125814,61986030.25874082
7740,6.739896302569294e-26,4.559273891044483e-27,5.358016351488023e-27,5.750795697636603e-27,144153558.74125814,61986030.25874082
7741,6.673171329173858e-26,4.5141370795231424e-27,5.304971989608292e-27,5.69386282023e-27,144153558.74125814,61986030.25874082
7742,6.607106933015037e-26,4.4694471224358636e-27,5.2524527669111696e-27,5.637493578309723e-27,144153558.74125814,61986030.25874082
7743,6.541696574378188e-26,4.425199595923749e-27,5.200453484518749e-27,5.581682391884457e-27,144153558.74125814,61986030.25874082
7744,6.476933778291844e-26,4.3813901199241034e-27,5.148968995022014e-27,5.526423736204801e-27,144153558.74125814,61986030.25874082
7745,6.412812133886754e-26,4.338014357736855e-27,5.097994201971296e-27,5.471712141216373e-27,144153558.74125814,61986030.25874082
7746,6.349325293761275e-26,4.29506801559526e-27,5.04752405937178e-27,5.417542191018331e-27,144153558.74125814,61986030.25874082
7747,6.286466973353038e-26,4.2525468422408665e-27,4.997553571184e-27,5.36390852332725e-27,144153558.74125814,61986030.25874082
7748,6.224230950316844e-26,4.210446628502682e-27,4.948077790829278e-27,5.31080582894631e-27,144153558.74125814,61986030.25874082
7749,6.162611063908707e-26,4.168763206880505e-27,4.899091820700068e-27,5.258228851239741e-27,144153558.74125814,61986030.25874082
7750,6.101601214376011e-26,4.127492451132388e-27,4.850590811675138e-27,5.206172385612468e-27,144153558.74125814,61986030.25874082
7751,6.041195362353688e-26,4.086630275866178e-27,4.802569962639554e-27,5.154631278994905e-27,144153558.74125814,61986030.25874082
7752,5.981387528266386e-26,4.046172636135103e-27,4.755024520009422e-27,5.1036004293328555e-27,144153558.74125814,61986030.25874082
7753,5.922171791736548e-26,4.0061155270373654e-27,4.707949777261329e-27,5.0530747850824604e-27,144153558.74125814,61986030.25874082
7754,5.863542290998357e-26,3.9664549833196954e-27,4.661341074466442e-27,5.003049344710144e-27,144153558.74125814,61986030.25874082
7755,5.805493222317473e-26,3.9271870789848306e-27,4.615193797829224e-27,4.953519156197514e-27,144153558.74125814,61986030.25874082
7756,5.748018839416531e-26,3.88830792690288e-27,4.569503379230715e-27,4.904479316551158e-27,144153558.74125814,61986030.25874082
7757,5.691113452906307e-26,3.849813678426542e-27,4.5242652957763314e-27,4.855924971317302e-27,144153558.74125814,61986030.25874082
7758,5.634771429722535e-26,3.811700523010119e-27,4.479475069348145e-27,4.807851314101261e-27,144153558.74125814,61986030.25874082
7759,5.578987192568283e-26,3.773964687832319e-27,4.435128266161599e-27,4.760253586091659e-27,144153558.74125814,61986030.25874082
7760,5.523755219361857e-26,3.736602437422779e-27,4.391220496326599e-27,4.713127075589351e-27,144153558.74125814,61986030.25874082
7761,5.469070042690175e-26,3.6996100732922935e-27,4.347747413412965e-27,4.666467117541017e-27,144153558.74125814,61986030.25874082
7762,5.414926249267542e-26,3.6629839335667e-27,4.304704714020177e-27,4.6202690930773605e-27,144153558.74125814,61986030.25874082
7763,5.361318479399794e-26,3.62672039262439e-27,4.2620881373513774e-27,4.574528429055895e-27,144153558.74125814,61986030.25874082
7764,5.308241426453736e-26,3.590815860737408e-27,4.219893464791599e-27,4.529240597608242e-27,144153558.74125814,61986030.25874082
7765,5.255689836331844e-26,3.555266783716108e-27,4.178116519490162e-27,4.48440111569192e-27,144153558.74125814,61986030.25874082
7766,5.203658506952159e-26,3.520069642557318e-27,4.1367531659472094e-27,4.44000554464657e-27,144153558.74125814,61986030.25874082
7767,5.1521422877333327e-26,3.485220953096001e-27,4.0957993096043316e-27,4.396049489754569e-27,144153558.74125814,61986030.25874082
7768,5.1011360790847725e-26,3.450717265660351e-27,4.0552508964392485e-27,4.352528599805999e-27,144153558.74125814,61986030.25874082
7769,5.050634831901833e-26,3.4165551647303136e-27,4.0151039125645e-27,4.309438566667919e-27,144153558.74125814,61986030.25874082
7770,5.000633547066005e-26,3.382731268599484e-27,3.9753543838301115e-27,4.266775124857907e-27,144153558.74125814,61986030.25874082
7771,4.951127274950052e-26,3.349242229040349e-27,3.935998375430193e-27,4.2245340511218135e-27,144153558.74125814,61986030.25874082
7772,4.9021111149280465e-26,3.3160847309728496e-27,3.8970319915134345e-27,4.182711164015708e-27,144153558.74125814,61986030.25874082
7773,4.8535802148902586e-26,3.283255492136218e-27,3.858451374797451e-27,4.141302323491952e-27,144153558.74125814,61986030.25874082
7774,4.805529770762845e-26,3.2507512627640695e-27,3.820252706186957e-27,4.1003034304893816e-27,144153558.74125814,61986030.25874082
7775,4.757955026032293e-26,3.2185688252627053e-27,3.7824322043957065e-27,4.059710426527537e-27,144153558.74125814,61986030.25874082
7776,4.7108512712745735e-26,3.1867049938926047e-27,3.744986125572189e-27,4.019519293304914e-27,144153558.74125814,61986030.25874082
7777,4.664213843688955e-26,3.155156614453068e-27,3.707910762929024e-27,3.9797260523011956e-27,144153558.74125814,61986030.25874082
7778,4.6180381266364343e-26,3.1239205639699825e-27,3.671202446376027e-27,3.940326764383414e-27,144153558.74125814,61986030.25874082
7779,4.5723195491827336e-26,3.09299375038668e-27,3.634857542156905e-27,3.901317529416018e-27,144153558.74125814,61986030.25874082
7780,4.5270535856458246e-26,3.0623731122578517e-27,3.5988724524895516e-27,3.8626944858747996e-27,144153558.74125814,61986030.25874082
7781,4.4822357551479307e-26,3.032055618446499e-27,3.563243615209905e-27,3.8244538104646395e-27,144153558.74125814,61986030.25874082
7782,4.4378616211719663e-26,3.0020382678238787e-27,3.527967503419327e-27,3.7865917177410395e-27,144153558.74125814,61986030.25874082
7783,4.393926791122364e-26,2.9723180889724223e-27,3.493040625135476e-27,3.7491044597354036e-27,144153558.74125814,61986030.25874082
7784,4.3504269158902524e-26,2.9428921398915954e-27,3.458459522946635e-27,3.711988325584023e-27,144153558.74125814,61986030.25874082
7785,4.307357689422939e-26,2.9137575077066687e-27,3.424220773669463e-27,3.6752396411607415e-27,144153558.74125814,61986030.25874082
7786,4.2647148482976516e-26,2.8849113083803724e-27,3.390320988010135e-27,3.63885476871325e-27,144153558.74125814,61986030.25874082
7787,4.222494171299505e-26,2.8563506864274067e-27,3.356756810228835e-27,3.6028301065029886e-27,144153558.74125814,61986030.25874082
7788,4.1806914790036397e-26,2.8280728146317755e-27,3.32352491780757e-27,3.567162088448609e-27,144153558.74125814,61986030.25874082
7789,4.1393026333615036e-26,2.800074893766921e-27,3.290622021121275e-27,3.531847183772968e-27,144153558.74125814,61986030.25874082
7790,4.098323537291225e-26,2.7723541523186284e-27,3.258044863112174e-27,3.496881896653615e-27,144153558.74125814,61986030.25874082
7791,4.057750134272042e-26,2.744907846210674e-27,3.2257902189673635e-27,3.4622627658767446e-27,144153558.74125814,61986030.25874082
7792,4.017578407942749e-26,2.7177332585331883e-27,3.1938548957995865e-27,3.4279863644945646e-27,144153558.74125814,61986030.25874082
7793,3.9778043817041157e-26,2.6908276992737096e-27,3.1622357323311705e-27,3.394049299486068e-27,144153558.74125814,61986030.25874082
7794,3.938424118325245e-26,2.6641885050509e-27,3.130929598581092e-27,3.360448211421156e-27,144153558.74125814,61986030.25874082
7795,3.899433719553825e-26,2.637813038850896e-27,3.099933395555139e-27,3.327179774128087e-27,144153558.74125814,61986030.25874082
7796,3.860829325730242e-26,2.611698689766272e-27,3.0692440549391433e-27,3.294240694364219e-27,144153558.74125814,61986030.25874082
7797,3.8226071154055126e-26,2.585842872737586e-27,3.038858538795246e-27,3.261627711490013e-27,144153558.74125814,61986030.25874082
7798,3.784763304962998e-26,2.560243028297484e-27,3.0087738392611726e-27,3.229337597146262e-27,144153558.74125814,61986030.25874082
7799,3.7472941482438646e-26,2.5348966223173388e-27,2.978986978252487e-27,3.197367154934514e-27,144153558.74125814,61986030.25874082
7800,3.71019593617625e-26,2.5098011457563972e-27,2.9494950071677874e-27,3.1657132201006622e-27,144153558.74125814,61986030.25874082
7801,3.6734649964081053e-26,2.484954114413409e-27,2.9202950065968263e-27,3.1343726592216658e-27,144153558.74125814,61986030.25874082
7802,3.637097692943665e-26,2.4603530686807163e-27,2.8913840860315178e-27,3.1033423698953714e-27,144153558.74125814,61986030.25874082
7803,3.601090425783523e-26,2.4359955733007772e-27,2.8627593835798058e-27,3.0726192804334074e-27,144153558.74125814,61986030.25874082
7804,3.565439630568266e-26,2.4118792171250995e-27,2.8344180656823656e-27,3.0422003495571168e-27,144153558.74125814,61986030.25874082
7805,3.5301417782256403e-26,2.388001612875561e-27,2.8063573268321102e-27,3.0120825660965014e-27,144153558.74125814,61986030.25874082
7806,3.4951933746212065e-26,2.364360396908093e-27,2.7785743892964723e-27,2.982262948692146e-27,144153558.74125814,61986030.25874082
7807,3.4605909602124564e-26,2.340953228978703e-27,2.7510665028424375e-27,2.9527385455000938e-27,144153558.74125814,61986030.25874082
7808,3.426331109706353e-26,2.317777792011814e-27,2.7238309444642974e-27,2.923506433899643e-27,144153558.74125814,61986030.25874082
7809,3.39241043172026e-26,2.2948317918708968e-27,2.6968650181141006e-27,2.8945637202040365e-27,144153558.74125814,61986030.25874082
7810,3.3588255684462296e-26,2.2721129571313747e-27,2.670166054434771e-27,2.8659075393740164e-27,144153558.74125814,61986030.25874082
7811,3.325573195318612e-26,2.2496190388557743e-27,2.643731410495867e-27,2.8375350547342137e-27,144153558.74125814,61986030.25874082
7812,3.292650020684958e-26,2.2273478103711023e-27,2.617558469531958e-27,2.809443457692345e-27,144153558.74125814,61986030.25874082
7813,3.2600527854801767e-26,2.2052970670484283e-27,2.5916446406835914e-27,2.7816299674611906e-27,144153558.74125814,61986030.25874082
7814,3.227778262903923e-26,2.183464626084649e-27,2.565987358740824e-27,2.754091830783325e-27,144153558.74125814,61986030.25874082
7815,3.195823258101174e-26,2.161848326286411e-27,2.5405840838892897e-27,2.7268263216585702e-27,144153558.74125814,61986030.25874082
7816,3.164184607845972e-26,2.1404460278561756e-27,2.515432301458786e-27,2.6998307410741505e-27,144153558.74125814,61986030.25874082
7817,3.1328591802282974e-26,2.1192556121803995e-27,2.490529521674344e-27,2.6731024167375165e-27,144153558.74125814,61986030.25874082
7818,3.101843874344037e-26,2.0982749816198133e-27,2.465873279409768e-27,2.646638702811815e-27,144153558.74125814,61986030.25874082
7819,3.071135619988031e-26,2.0775020593017773e-27,2.4414611339436113e-27,2.6204369796539783e-27,144153558.74125814,61986030.25874082
7820,3.0407313773501497e-26,2.0569347889146896e-27,2.4172906687175694e-27,2.5944946535554036e-27,144153558.74125814,61986030.25874082
7821,3.0106281367143835e-26,2.036571134504434e-27,2.3933594910972655e-27,2.568809156485205e-27,144153558.74125814,61986030.25874082
7822,2.980822918160911e-26,2.0164090802728404e-27,2.3696652321354027e-27,2.5433779458360014e-27,144153558.74125814,61986030.25874082
7823,2.951312771271118e-26,1.996446630378139e-27,2.346205546337262e-27,2.518198504172225e-27,144153558.74125814,61986030.25874082
7824,2.922094774835534e-26,1.9766818087373957e-27,2.3229781114285233e-27,2.4932683389809197e-27,144153558.74125814,61986030.25874082
7825,2.893166036564662e-26,1.9571126588308954e-27,2.299980628125381e-27,2.4685849824250085e-27,144153558.74125814,61986030.25874082
7826,2.864523692802672e-26,1.9377372435084694e-27,2.2772108199069395e-27,2.444145991099001e-27,144153558.74125814,61986030.25874082
7827,2.8361649082439255e-26,1.9185536447977356e-27,2.2546664327898608e-27,2.419948945787121e-27,144153558.74125814,61986030.25874082
7828,2.8080868756523105e-26,1.899559963714238e-27,2.232345235105241e-27,2.3959914512238286e-27,144153558.74125814,61986030.25874082
7829,2.780286815583353e-26,1.880754320073467e-27,2.2102450172776994e-27,2.3722711358567128e-27,144153558.74125814,61986030.25874082
7830,2.752761976109078e-26,1.8621348523047397e-27,2.18836359160665e-27,2.3487856516117312e-27,144153558.74125814,61986030.25874082
7831,2.725509632545598e-26,1.843699717266923e-27,2.1666987920497445e-27,2.325532673660775e-27,144153558.74125814,61986030.25874082
7832,2.6985270871833965e-26,1.8254470900659803e-27,2.145248474008452e-27,2.3025099001915333e-27,144153558.74125814,61986030.25874082
7833,2.671811669020281e-26,1.807375163874327e-27,2.1240105141157685e-27,2.279715052179637e-27,144153558.74125814,61986030.25874082
7834,2.64536073349698e-26,1.789482149751971e-27,2.1029828100260224e-27,2.257145873163059e-27,144153558.74125814,61986030.25874082
7835,2.61917166223536e-26,1.7717662764694267e-27,2.0821632802067645e-27,2.2348001290187445e-27,144153558.74125814,61986030.25874082
7836,2.59324186277923e-26,1.7542257903323795e-27,2.0615498637327177e-27,2.212675607741459e-27,144153558.74125814,61986030.25874082
7837,2.5675687683377157e-26,1.7368589550080888e-27,2.041140520081764e-27,2.1907701192248185e-27,144153558.74125814,61986030.25874082
7838,2.5421498375311724e-26,1.7196640513535088e-27,2.0209332289329542e-27,2.169081495044493e-27,144153558.74125814,61986030.25874082
7839,2.5169825541396138e-26,1.7026393772451092e-27,2.000925989966518e-27,2.1476075882435525e-27,144153558.74125814,61986030.25874082
7840,2.4920644268536316e-26,1.6857832474103828e-27,1.9811168226658495e-27,2.1263462731199413e-27,144153558.74125814,61986030.25874082
7841,2.4673929890277806e-26,1.66909399326102e-27,1.9615037661214577e-27,2.1052954450160537e-27,144153558.74125814,61986030.25874082
7842,2.4429657984364055e-26,1.652569962727736e-27,1.9420848788368553e-27,2.084453020110395e-27,144153558.74125814,61986030.25874082
7843,2.418780437031885e-26,1.6362095200967315e-27,1.9228582385363705e-27,2.0638169352113018e-27,144153558.74125814,61986030.25874082
7844,2.3948345107052694e-26,1.6200110458477737e-27,1.9038219419748606e-27,2.04338514755271e-27,144153558.74125814,61986030.25874082
7845,2.371125649049287e-26,1.6039729364938808e-27,1.8849741047493093e-27,2.0231556345919383e-27,144153558.74125814,61986030.25874082
7846,2.3476515051236993e-26,1.5880936044225914e-27,1.8663128611122913e-27,2.003126393809478e-27,144153558.74125814,61986030.25874082
7847,2.3244097552229748e-26,1.5723714777388077e-27,1.8478363637872797e-27,1.9832954425107642e-27,144153558.74125814,61986030.25874082
7848,2.3013980986462675e-26,1.5568050001091935e-27,1.8295427837857856e-27,1.9636608176299076e-27,144153558.74125814,61986030.25874082
7849,2.2786142574696694e-26,1.5413926306081125e-27,1.8114303102263062e-27,1.9442205755353715e-27,144153558.74125814,61986030.25874082
7850,2.2560559763207196e-26,1.5261328435650922e-27,1.793497150155066e-27,1.9249727918375714e-27,144153558.74125814,61986030.25874082
7851,2.2337210221551444e-26,1.5110241284137978e-27,1.7757415283685308e-27,1.9059155611983795e-27,144153558.74125814,61986030.25874082
7852,2.2116071840358084e-26,1.4960649895425012e-27,1.758161687237682e-27,1.8870469971425155e-27,144153558.74125814,61986030.25874082
7853,2.189712272913854e-26,1.4812539461460303e-27,1.740755886534029e-27,1.8683652318708046e-27,144153558.74125814,61986030.25874082
7854,2.1680341214120068e-26,1.4665895320791845e-27,1.7235224032573423e-27,1.8498684160752835e-27,144153558.74125814,61986030.25874082
7855,2.146570583610028e-26,1.4520702957116006e-27,1.7064595314650945e-27,1.8315547187561383e-27,144153558.74125814,61986030.25874082
7856,2.1253195348322888e-26,1.4376947997840558e-27,1.68956558210359e-27,1.8134223270404525e-27,144153558.74125814,61986030.25874082
7857,2.104278871437449e-26,1.4234616212661936e-27,1.6728388828407646e-27,1.795469446002752e-27,144153558.74125814,61986030.25874082
7858,2.0834465106102184e-26,1.4093693512156583e-27,1.656277777900641e-27,1.7776942984873248e-27,144153558.74125814,61986030.25874082
7859,2.0628203901551772e-26,1.3954165946386233e-27,1.6398806278994244e-27,1.7600951249323002e-27,144153558.74125814,61986030.25874082
7860,2.042398468292641e-26,1.381601970351701e-27,1.6236458096832203e-27,1.7426701831954706e-27,144153558.74125814,61986030.25874082
7861,2.0221787234565438e-26,1.3679241108452191e-27,1.6075717161673564e-27,1.7254177483818355e-27,144153558.74125814,61986030.25874082
7862,2.002159154094324e-26,1.3543816621478515e-27,1.5916567561772996e-27,1.7083361126728553e-27,144153558.74125814,61986030.25874082
7863,1.9823377784687902e-26,1.3409732836925878e-27,1.5758993542911442e-27,1.691423585157394e-27,144153558.74125814,61986030.25874082
7864,1.9627126344619492e-26,1.3276976481840311e-27,1.5602979506836619e-27,1.674678491664336e-27,144153558.74125814,61986030.25874082
7865,1.9432817793807758e-26,1.3145534414670092e-27,1.5448510009718936e-27,1.6580991745968588e-27,144153558.74125814,61986030.25874082
7866,1.924043289764906e-26,1.3015393623964858e-27,1.5295569760622718e-27,1.64168399276835e-27,144153558.74125814,61986030.25874082
7867,1.9049952611962334e-26,1.2886541227087605e-27,1.5144143619992554e-27,1.6254313212399433e-27,144153558.74125814,61986030.25874082
7868,1.8861358081103906e-26,1.2758964468939438e-27,1.4994216598154628e-27,1.6093395511596679e-27,144153558.74125814,61986030.25874082
7869,1.8674630636100976e-26,1.2632650720696937e-27,1.4845773853832897e-27,1.5934070896031872e-27,144153558.74125814,61986030.25874082
7870,1.8489751792803576e-26,1.2507587478562037e-27,1.4698800692679952e-27,1.5776323594161157e-27,144153558.74125814,61986030.25874082
7871,1.8306703250054822e-26,1.2383762362524272e-27,1.455328256582242e-27,1.5620137990578962e-27,144153558.74125814,61986030.25874082
7872,1.8125466887879278e-26,1.2261163115135282e-27,1.4409205068420777e-27,1.546549862447223e-27,144153558.74125814,61986030.25874082
7873,1.7946024765689274e-26,1.2139777600295443e-27,1.4266553938243412e-27,1.5312390188089955e-27,144153558.74125814,61986030.25874082
7874,1.776835912050895e-26,1.2019593802052518e-27,1.4125315054254803e-27,1.5160797525227864e-27,144153558.74125814,61986030.25874082
7875,1.7592452365215914e-26,1.1900599823412198e-27,1.398547443521768e-27,1.5010705629728109e-27,144153558.74125814,61986030.25874082
7876,1.7418287086800275e-26,1.1782783885160418e-27,1.3847018238309023e-27,1.4862099643993801e-27,144153558.74125814,61986030.25874082
7877,1.724584604464095e-26,1.166613432469733e-27,1.3709932757749764e-27,1.4714964857518262e-27,144153558.74125814,61986030.25874082
7878,1.7075112168799005e-26,1.1550639594882826e-27,1.357420442344804e-27,1.456928670542883e-27,144153558.74125814,61986030.25874082
7879,1.6906068558327894e-26,1.1436288262893487e-27,1.3439819799655906e-27,1.4425050767045085e-27,144153558.74125814,61986030.25874082
