time, Susceptible, Socially_distanced, Exposed, Infectious, J, Q, Recovered, R0
4262,5e-324,185206049.11013284,4.967866167881578e-308,8.279776946469296e-308,6.02165596106858e-308,3.32383492246805e-93,154604691.75000018,5e-324
4263,5e-324,185206049.11013284,4.1916370791500815e-308,6.986061798583468e-308,5.080772217151614e-308,3.1488962423381525e-93,154604691.75000018,5e-324
4264,5e-324,185206049.11013284,3.536693785532881e-308,5.894489642554802e-308,4.286901558221674e-308,2.9831648611624602e-93,154604691.75000018,5e-324
4265,5e-324,185206049.11013284,2.9840853815433684e-308,4.973475635905614e-308,3.6170731897495375e-308,2.826156184259173e-93,154604691.75000018,5e-324
4266,5e-324,185206049.11013284,2.517822040677217e-308,4.196370067795362e-308,3.0519055038511717e-308,2.6774111219297425e-93,154604691.75000018,5e-324
4267,5e-324,185206049.11013284,2.124412346821402e-308,3.5406872447023365e-308,2.575045268874426e-308,2.536494747091335e-93,154604691.75000018,5e-324
4268,5e-324,185206049.11013284,1.792472917630558e-308,2.9874548627175963e-308,2.172694445612797e-308,2.402995023560212e-93,154604691.75000018,5e-324
4269,5e-324,185206049.11013284,1.512399024250783e-308,2.520665040417972e-308,1.833210938485798e-308,2.2765216012675694e-93,154604691.75000018,5e-324
4270,5e-324,185206049.11013284,1.276086676711598e-308,2.1268111278526636e-308,1.546771729347392e-308,2.156704674885066e-93,154604691.75000018,5e-324
4271,5e-324,185206049.11013284,1.076698133475411e-308,1.794496889125685e-308,1.305088646636862e-308,2.0431939025226942e-93,154604691.75000018,5e-324
4272,5e-324,185206049.11013284,9.08464050119878e-309,1.514106750199797e-308,1.101168545599852e-308,1.9356573813372893e-93,154604691.75000018,5e-324
4273,5e-324,185206049.11013284,7.66516542288647e-309,1.277527570481079e-308,9.291109603498753e-309,1.8337806770563792e-93,154604691.75000018,5e-324
4274,5e-324,185206049.11013284,6.46748332556046e-309,1.0779138875934104e-308,7.839373727952076e-309,1.7372659045797277e-93,154604691.75000018,5e-324
4275,5e-324,185206049.11013284,5.45693905594164e-309,9.0948984265694e-309,6.614471582959566e-309,1.6458308569702684e-93,154604691.75000018,5e-324
4276,5e-324,185206049.11013284,4.604292328450756e-309,7.67382054741793e-309,5.580960398122133e-309,1.5592081802876227e-93,154604691.75000018,5e-324
4277,5e-324,185206049.11013284,3.884871652130323e-309,6.47478608688388e-309,4.70893533591555e-309,1.477144591851432e-93,154604691.75000018,5e-324
4278,5e-324,185206049.11013284,3.27786045648496e-309,5.463100760808276e-309,3.973164189678746e-309,1.3994001396487252e-93,154604691.75000018,5e-324
4279,5e-324,185206049.11013284,2.765694760159185e-309,4.60949126693198e-309,3.352357285041447e-309,1.325747500719845e-93,154604691.75000018,5e-324
4280,5e-324,185206049.11013284,2.33355495388431e-309,3.88925825647386e-309,2.828551459253717e-309,1.255971316471432e-93,154604691.75000018,5e-324
4281,5e-324,185206049.11013284,1.968936992339886e-309,3.281561653899817e-309,2.386590293745324e-309,1.1898675629729357e-93,154604691.75000018,5e-324
4282,5e-324,185206049.11013284,1.66129058728678e-309,2.76881764547797e-309,2.013685560347617e-309,1.1272429543954128e-93,154604691.75000018,5e-324
4283,5e-324,185206049.11013284,1.401713933023223e-309,2.336189888372033e-309,1.6990471915433e-309,1.0679143778482859e-93,154604691.75000018,5e-324
4284,5e-324,185206049.11013284,1.182696130988344e-309,1.9711602183139e-309,1.43357106786466e-309,1.011708357961534e-93,154604691.75000018,5e-324
4285,5e-324,185206049.11013284,9.97899860521413e-310,1.663166434202357e-309,1.209575588510804e-309,9.584605496477691e-94,154604691.75000018,5e-324
4286,5e-324,185206049.11013284,8.41978007314944e-310,1.40329667885824e-309,1.020579402805986e-309,9.080152575610445e-94,154604691.75000018,5e-324
4287,5e-324,185206049.11013284,7.10418943671984e-310,1.18403157278664e-309,8.61113871117554e-310,8.602249808473053e-94,154604691.75000018,5e-324
4288,5e-324,185206049.11013284,5.99415983723235e-310,9.9902663953873e-310,7.2656482875544e-310,8.149499818553418e-94,154604691.75000018,5e-324
4289,5e-324,185206049.11013284,5.0575723626648e-310,8.42928727110805e-310,6.13039074262403e-310,7.72057877547166e-94,154604691.75000018,5e-324
4290,5e-324,185206049.11013284,4.2673266809984e-310,7.11221113499745e-310,5.172517189089e-310,7.314232524131046e-94,154604691.75000018,5e-324
4291,5e-324,185206049.11013284,3.6005568870924e-310,6.00092814515405e-310,4.3643113782939e-310,6.929272917597833e-94,154604691.75000018,5e-324
4292,5e-324,185206049.11013284,3.0379698734842e-310,5.06328312247374e-310,3.68238772543546e-310,6.564574342987421e-94,154604691.75000018,5e-324
4293,5e-324,185206049.11013284,2.5632870807523e-310,4.27214513458723e-310,3.10701464333617e-310,6.21907043019861e-94,154604691.75000018,5e-324
4294,5e-324,185206049.11013284,2.16277347438473e-310,3.604622457308e-310,2.6215436053149e-310,5.891750933872367e-94,154604691.75000018,5e-324
4295,5e-324,185206049.11013284,1.8248401190121e-310,3.0414001983536e-310,2.21192741698444e-310,5.581658779458032e-94,154604691.75000018,5e-324
4296,5e-324,185206049.11013284,1.53970885041646e-310,2.56618141736083e-310,1.8663137580806e-310,5.287887264749715e-94,154604691.75000018,5e-324
4297,5e-324,185206049.11013284,1.2991293425389e-310,2.16521557089815e-310,1.5747022333805e-310,5.009577408710255e-94,154604691.75000018,5e-324
4298,5e-324,185206049.11013284,1.0961403827672e-310,1.82690063794534e-310,1.32865500941474e-310,4.745915439830768e-94,154604691.75000018,5e-324
4299,5e-324,185206049.11013284,9.248684479598e-311,1.5414474132664e-310,1.1210526641937e-310,4.4961304166817806e-94,154604691.75000018,5e-324
4300,5e-324,185206049.11013284,7.803577529661e-311,1.3005962549435e-310,9.4588818541347e-311,4.259491973698529e-94,154604691.75000018,5e-324
4301,5e-324,185206049.11013284,6.5842685406515e-311,1.0973780901086e-310,7.980931564426e-311,4.035308185609133e-94,154604691.75000018,5e-324
4302,5e-324,185206049.11013284,5.555476581175e-311,9.259127635291e-311,6.7339110074847e-311,3.822923544261284e-94,154604691.75000018,5e-324
4303,5e-324,185206049.11013284,4.6874333653663e-311,7.812388942277e-311,5.681737412565e-311,3.621717041931743e-94,154604691.75000018,5e-324
4304,5e-324,185206049.11013284,3.955021902028e-311,6.591703170046e-311,4.793965941852e-311,3.431100355514283e-94,154604691.75000018,5e-324
4305,5e-324,185206049.11013284,3.337049729836e-311,5.561749549726e-311,4.044908763438e-311,3.2505161262766893e-94,154604691.75000018,5e-324
4306,5e-324,185206049.11013284,2.8156357095493e-311,4.6927261825815e-311,3.4128917691503e-311,3.0794363301568636e-94,154604691.75000018,5e-324
4307,5e-324,185206049.11013284,2.375692629932e-311,3.9594877165533e-311,2.8796274302207e-311,2.9173607338328183e-94,154604691.75000018,5e-324
4308,5e-324,185206049.11013284,2.004490656505e-311,3.340817760842e-311,2.4296856442484e-311,2.7638154320521434e-94,154604691.75000018,5e-324
4309,5e-324,185206049.11013284,1.691288991426e-311,2.8188149857104e-311,2.0500472623346e-311,2.6183514619441357e-94,154604691.75000018,5e-324
4310,5e-324,185206049.11013284,1.427025086516e-311,2.378375144193e-311,1.7297273775946e-311,2.4805434902628654e-94,154604691.75000018,5e-324
4311,5e-324,185206049.11013284,1.204052416748e-311,2.006754027913e-311,1.459457474846e-311,2.3499885697227147e-94,154604691.75000018,5e-324
4312,5e-324,185206049.11013284,1.0159192266313e-311,1.693198711051e-311,1.2314172444013e-311,2.2263049607899402e-94,154604691.75000018,5e-324
4313,5e-324,185206049.11013284,8.5718184747e-312,1.4286364124497e-311,1.039008299963e-311,2.1091310154852064e-94,154604691.75000018,5e-324
4314,5e-324,185206049.11013284,7.23247183803e-312,1.2054119730044e-311,8.76663253094e-312,1.9981241199333535e-94,154604691.75000018,5e-324
4315,5e-324,185206049.11013284,6.10239811334e-312,1.0170663522226e-311,7.396846197976e-312,1.89295969256844e-94,154604691.75000018,5e-324
4316,5e-324,185206049.11013284,5.14889840813e-312,8.58149734688e-312,6.241088979543e-312,1.793330235064838e-94,154604691.75000018,5e-324
4317,5e-324,185206049.11013284,4.344383031857e-312,7.24063838643e-312,5.26591882649e-312,1.6989444332193203e-94,154604691.75000018,5e-324
4318,5e-324,185206049.11013284,3.66557318313e-312,6.109288638554e-312,4.44311900985e-312,1.6095263051551457e-94,154604691.75000018,5e-324
4319,5e-324,185206049.11013284,3.092827373263e-312,5.15471228878e-312,3.748881664563e-312,1.5248143943575064e-94,154604691.75000018,5e-324
4320,5e-324,185206049.11013284,2.60957309619e-312,4.34928849366e-312,3.163118904477e-312,1.4445610051807954e-94,154604691.75000018,5e-324
4321,5e-324,185206049.11013284,2.20182729991e-312,3.669712166525e-312,2.668881575655e-312,1.3685314785923325e-94,154604691.75000018,5e-324
4322,5e-324,185206049.11013284,1.8577917843e-312,3.0963196405e-312,2.25186882946e-312,1.2965035060348413e-94,154604691.75000018,5e-324
4323,5e-324,185206049.11013284,1.567511818005e-312,2.61251969667e-312,1.90001432485e-312,1.2282664794014286e-94,154604691.75000018,5e-324
4324,5e-324,185206049.11013284,1.32258809644e-312,2.20431349407e-312,1.603137086593e-312,1.163620875222406e-94,154604691.75000018,5e-324
4325,5e-324,185206049.11013284,1.11593370637e-312,1.85988951062e-312,1.35264691681e-312,1.102377671263332e-94,154604691.75000018,5e-324
4326,5e-324,185206049.11013284,9.4156906475e-313,1.569281774585e-312,1.14129583606e-312,1.0443577938284198e-94,154604691.75000018,5e-324
4327,5e-324,185206049.11013284,7.9444889838e-313,1.32408149731e-312,9.62968361677e-313,9.893915941532398e-95,154604691.75000018,5e-324
4328,5e-324,185206049.11013284,6.7031625801e-313,1.117193763355e-312,8.1250455516e-313,9.373183523557009e-95,154604691.75000018,5e-324
4329,5e-324,185206049.11013284,5.65579342697e-313,9.4263223783e-313,6.85550718417e-313,8.879858074948744e-95,154604691.75000018,5e-324
4330,5e-324,185206049.11013284,4.772075704e-313,7.95345950673e-313,5.78433418665e-313,8.412497123635653e-95,154604691.75000018,5e-324
4331,5e-324,185206049.11013284,4.02643887523e-313,6.7107314588e-313,4.88053197e-313,7.969734117128513e-95,154604691.75000018,5e-324
4332,5e-324,185206049.11013284,3.397307801e-313,5.66217966833e-313,4.1179488497e-313,7.550274426753328e-95,154604691.75000018,5e-324
4333,5e-324,185206049.11013284,2.8664784571e-313,4.77746409513e-313,3.47451934195e-313,7.152891562187363e-95,154604691.75000018,5e-324
4334,5e-324,185206049.11013284,2.4185911982e-313,4.03098533024e-313,2.9316256948e-313,6.776423585230134e-95,154604691.75000018,5e-324
4335,5e-324,185206049.11013284,2.04068632345e-313,3.4011438724e-313,2.47355917995e-313,6.419769712323285e-95,154604691.75000018,5e-324
4336,5e-324,185206049.11013284,1.7218290854e-313,2.86971514234e-313,2.08706555805e-313,6.081887095885217e-95,154604691.75000018,5e-324
4337,5e-324,185206049.11013284,1.4527932908e-313,2.42132215137e-313,1.7609615646e-313,5.761787775049153e-95,154604691.75000018,5e-324
4338,5e-324,185206049.11013284,1.2257943391e-313,2.0429905652e-313,1.48581132016e-313,5.4585357868886715e-95,154604691.75000018,5e-324
4339,5e-324,185206049.11013284,1.03426397364e-313,1.72377328937e-313,1.25365330135e-313,5.1712444296840046e-95,154604691.75000018,5e-324
4340,5e-324,185206049.11013284,8.7266022776e-314,1.4544337129e-313,1.057769973e-313,4.8990736702269516e-95,154604691.75000018,5e-324
4341,5e-324,185206049.11013284,7.3630706716e-314,1.22717844526e-313,8.9249341476e-314,4.641227687583428e-95,154604691.75000018,5e-324
4342,5e-324,185206049.11013284,6.212590879e-314,1.0354318132e-313,7.530413187e-314,4.396952546131669e-95,154604691.75000018,5e-324
4343,5e-324,185206049.11013284,5.241873554e-314,8.736455924e-314,6.353786127e-314,4.1655339910721076e-95,154604691.75000018,5e-324
4344,5e-324,185206049.11013284,4.4228308113e-314,7.371384686e-314,5.361007044e-314,3.9462953599630495e-95,154604691.75000018,5e-324
4345,5e-324,185206049.11013284,3.731763497e-314,6.2196058286e-314,4.5233496937e-314,3.7385956041755206e-95,154604691.75000018,5e-324
4346,5e-324,185206049.11013284,3.1486754504e-314,5.247792418e-314,3.8165763043e-314,3.541827414482072e-95,154604691.75000018,5e-324
4347,5e-324,185206049.11013284,2.6566949113e-314,4.4278248525e-314,3.2202362565e-314,3.355415445298805e-95,154604691.75000018,5e-324
4348,5e-324,185206049.11013284,2.2415863316e-314,3.7359772193e-314,2.7170743414e-314,3.1788146323883415e-95,154604691.75000018,5e-324
4349,5e-324,185206049.11013284,1.891338467e-314,3.152230779e-314,2.2925314754e-314,3.011508599104745e-95,154604691.75000018,5e-324
4350,5e-324,185206049.11013284,1.5958168317e-314,2.6596947193e-314,1.9343234327e-314,2.8530081465202846e-95,154604691.75000018,5e-324
4351,5e-324,185206049.11013284,1.3464704515e-314,2.2441174195e-314,1.6320853963e-314,2.702849823019217e-95,154604691.75000018,5e-324
4352,5e-324,185206049.11013284,1.1360844434e-314,1.8934740727e-314,1.377072053e-314,2.5605945691761005e-95,154604691.75000018,5e-324
4353,5e-324,185206049.11013284,9.58571249e-315,1.597618749e-314,1.161904545e-314,2.4258264339563057e-95,154604691.75000018,5e-324
4354,5e-324,185206049.11013284,8.08794492e-315,1.347990819e-314,9.8035696e-315,2.2981513584849212e-95,154604691.75000018,5e-324
4355,5e-324,185206049.11013284,6.824203523e-315,1.137367254e-314,8.27176185e-315,2.17719602382782e-95,154604691.75000018,5e-324
4356,5e-324,185206049.11013284,5.757921722e-315,9.5965362e-315,6.979299064e-315,2.0626067594158295e-95,154604691.75000018,5e-324
4357,5e-324,185206049.11013284,4.85824645e-315,8.09707742e-315,5.888783586e-315,1.9540485089202594e-95,154604691.75000018,5e-324
4358,5e-324,185206049.11013284,4.09914544e-315,6.831909074e-315,4.968661147e-315,1.851203850556035e-95,154604691.75000018,5e-324
4359,5e-324,185206049.11013284,3.458653965e-315,5.76442328e-315,4.192307843e-315,1.7537720689478228e-95,154604691.75000018,5e-324
4360,5e-324,185206049.11013284,2.918239285e-315,4.86373214e-315,3.53725974e-315,1.6614682758453057e-95,154604691.75000018,5e-324
4361,5e-324,185206049.11013284,2.462264396e-315,4.103773997e-315,2.984562904e-315,1.5740225771166055e-95,154604691.75000018,5e-324
4362,5e-324,185206049.11013284,2.077535586e-315,3.462559307e-315,2.518224954e-315,1.4911792835841526e-95,154604691.75000018,5e-324
4363,5e-324,185206049.11013284,1.752920653e-315,2.92153441e-315,2.12475231e-315,1.412696163395513e-95,154604691.75000018,5e-324
4364,5e-324,185206049.11013284,1.4790268e-315,2.46504466e-315,1.792759755e-315,1.3383437337431176e-95,154604691.75000018,5e-324
4365,5e-324,185206049.11013284,1.247928864e-315,2.079881435e-315,1.51264104e-315,1.2679045898619009e-95,154604691.75000018,5e-324
4366,5e-324,185206049.11013284,1.052939977e-315,1.754899964e-315,1.276290875e-315,1.2011727693428535e-95,154604691.75000018,5e-324
4367,5e-324,185206049.11013284,8.88418103e-316,1.480696846e-315,1.07687043e-315,1.137953149903756e-95,154604691.75000018,5e-324
4368,5e-324,185206049.11013284,7.49602776e-316,1.249337964e-315,9.08609425e-316,1.0780608788561898e-95,154604691.75000018,5e-324
4369,5e-324,185206049.11013284,6.3247734e-316,1.054128907e-315,7.666392e-316,1.021320832600601e-95,154604691.75000018,5e-324
4370,5e-324,185206049.11013284,5.33652755e-316,8.8942127e-316,6.46851825e-316,9.675671045689904e-96,154604691.75000018,5e-324
4371,5e-324,185206049.11013284,4.50269513e-316,7.50449195e-316,5.45781226e-316,9.16642520117991e-96,154604691.75000018,5e-324
4372,5e-324,185206049.11013284,3.799149e-316,6.3319151e-316,4.6050291e-316,8.683981769538861e-96,154604691.75000018,5e-324
4373,5e-324,185206049.11013284,3.205532e-316,5.3425533e-316,3.8854933e-316,8.226930097457868e-96,154604691.75000018,5e-324
4374,5e-324,185206049.11013284,2.7046676e-316,4.50777936e-316,3.278385e-316,7.793933776539032e-96,154604691.75000018,5e-324
4375,5e-324,185206049.11013284,2.2820633e-316,3.80343883e-316,2.76613734e-316,7.383726735668557e-96,154604691.75000018,5e-324
4376,5e-324,185206049.11013284,1.9254909e-316,3.2091515e-316,2.33392836e-316,6.995109539054423e-96,154604691.75000018,5e-324
4377,5e-324,185206049.11013284,1.62463295e-316,2.7077216e-316,1.96925204e-316,6.62694587910419e-96,154604691.75000018,5e-324
4378,5e-324,185206049.11013284,1.37078405e-316,2.2846401e-316,1.66155645e-316,6.27815925388818e-96,154604691.75000018,5e-324
4379,5e-324,185206049.11013284,1.15659903e-316,1.92766505e-316,1.4019383e-316,5.9477298194730126e-96,154604691.75000018,5e-324
4380,5e-324,185206049.11013284,9.7588044e-317,1.62646737e-316,1.1828854e-316,5.634691407921801e-96,154604691.75000018,5e-324
4381,5e-324,185206049.11013284,8.2339913e-317,1.37233186e-316,9.980595e-317,5.338128702241706e-96,154604691.75000018,5e-324
4382,5e-324,185206049.11013284,6.94743e-317,1.15790504e-316,8.421127e-317,5.057174560018459e-96,154604691.75000018,5e-324
4383,5e-324,185206049.11013284,5.861894e-317,9.7698235e-317,7.105326e-317,4.7910074779122246e-96,154604691.75000018,5e-324
4384,5e-324,185206049.11013284,4.945973e-317,8.2432887e-317,5.995119e-317,4.538849189601055e-96,154604691.75000018,5e-324
4385,5e-324,185206049.11013284,4.173165e-317,6.955275e-317,5.0583814e-317,4.2999623901483685e-96,154604691.75000018,5e-324
