time, S,E, I, J, Q, R
2499,69852994.90289861,175148.79075507112,109639.38250465074,54862.57183847432,525093.3556498778,135421849.99635315
2500,69825696.35249056,175080.34260764404,109596.53543396792,54841.13154539985,524888.1491664898,135449486.48875576
2501,69798408.470356,175011.92120975297,109553.70510792032,54819.69963119191,524683.0228777955,135477112.18081716
2502,69771131.25232579,174943.5265509442,109510.89151996415,54798.27609257604,524477.9767524549,135504727.0767581
2503,69743864.69423237,174875.15862076808,109468.09466355815,54776.860926279056,524273.01075914,135532331.1807977
2504,69716608.79190987,174806.81740877908,109425.31453216363,54755.454129029065,524068.1248665353,135559924.49715343
2505,69689363.54119399,174738.50290453574,109382.55111924445,54734.055697555435,523863.3190433375,135587507.03004116
2506,69662128.93792209,174670.21509760065,109339.80441826704,54712.66562858883,523658.59325825534,135615078.78367501
2507,69634904.97793315,174601.9539775405,109297.07442270039,54691.283918861176,523453.94748001,135642639.76226756
2508,69607691.65706778,174533.71953392608,109254.361126016,54669.91056510569,523249.3816773348,135670189.97002965
2509,69580488.97116819,174465.5117563322,109211.66452168796,54648.54556405684,523044.8958189753,135697729.41117057
2510,69553296.91607825,174397.33063433782,109168.98460319288,54627.18891245041,522840.48987368925,135725258.0898979
2511,69526115.48764345,174329.17615752592,109126.32136400994,54605.84060702342,522636.1638102466,135752776.01041758
2512,69498944.68171088,174261.04831548355,109083.67479762089,54584.50064451419,522431.9175974296,135780283.1769339
2513,69471784.49412927,174192.94709780187,109041.04489750997,54563.16902166232,522227.7512040325,135807779.59364957
2514,69444634.92074896,174124.87249407603,108998.43165716402,54541.845735208655,522023.66459886194,135835265.26476556
2515,69417495.95742193,174056.82449390535,108955.8350700724,54520.53078189533,521819.6577507367,135862740.19448128
2516,69390367.60000177,173988.80308689314,108913.25512972701,54499.22415846576,521615.7306284877,135890204.38699448
2517,69363249.84434369,173920.80826264678,108870.69182962232,54477.92586166463,521411.8832009581,135917657.84650123
2518,69336142.68630452,173852.84001077773,108828.14516325529,54456.6358882379,521208.11543700314,135945100.57719603
2519,69309046.12174271,173784.89832090153,108785.61512412548,54435.354234932776,521004.42730549036,135972532.58327165
2520,69281960.14651833,173716.98318263772,108743.10170573498,54414.08089849776,520800.81877529935,135999953.8689193
2521,69254884.75649308,173649.09458560994,108700.60490158838,54392.81587568263,520597.289815322,136027364.43832853
2522,69227819.94753024,173581.23251944588,108658.12470519284,54371.55916323841,520393.8403944621,136054764.29568723
2523,69200765.71549475,173513.39697377727,108615.66111005805,54350.31075791741,520190.47048163594,136082153.44518167
2524,69173722.05625314,173445.5879382399,108573.21410969624,54329.07065647322,519987.1800457717,136109531.8909965
2525,69146688.96567355,173377.80540247366,108530.78369762217,54307.838855660666,519783.9690558098,136136899.63731468
2526,69119666.43962577,173310.04935612238,108488.36986735315,54286.61535223588,519580.8374807028,136164256.68831763
2527,69092654.47398116,173242.31978883402,108445.97261240898,54265.40014295623,519377.78528941533,136191603.04818502
2528,69065653.06461273,173174.61669026053,108403.59192631204,54244.19322458036,519174.8124509242,136218938.721095
2529,69038662.20739508,173106.94005005798,108361.22780258724,54222.99459386819,518971.91893421835,136246263.711224
2530,69011681.89820443,173039.2898578864,108318.88023476198,54201.804247580905,518769.10470829887,136273578.02274683
2531,68984712.13291861,172971.66610340995,108276.54921636623,54180.62218248095,518566.3697421788,136300881.65983674
2532,68957752.90741707,172904.06877629674,108234.23474093247,54159.44839533203,518363.71400488354,136328174.62666526
2533,68930804.21758085,172836.49786621897,108191.93680199572,54138.28288289913,518161.13746545045,136355456.92740238
2534,68903866.05929263,172768.95336285286,108149.6553930935,54117.1256419485,517958.64009292895,136382728.56621635
2535,68876938.42843665,172701.43525587866,108107.39050776589,54095.976669247626,517756.22185638064,136409989.54727387
2536,68850021.32089882,172633.94353498067,108065.14213955545,54074.83596156529,517553.88272487913,136437239.87474
2537,68823114.73256661,172566.4781898472,108022.91028200732,54053.70351567151,517351.62266751024,136464479.55277815
2538,68796218.65932912,172499.0392101706,107980.69492866911,54032.57932833758,517149.4416533718,136491708.58555013
2539,68769333.09707706,172431.62658564726,107938.496073091,54011.46339633607,516947.3396515736,136518926.9772161
2540,68742458.04170272,172364.24030597758,107896.31370882563,53990.35571644078,516745.3166312378,136546134.7319346
2541,68715593.48910002,172296.880360866,107854.14782942823,53969.2562854268,516543.3725614983,136573331.85386255
2542,68688739.43516448,172229.54674002097,107811.99842845649,53948.16510007046,516341.50741150125,136600518.34715527
2543,68661895.87579322,172162.239433155,107769.86549947064,53927.08215714935,516139.72115040483,136627694.2159664
2544,68635062.80688496,172094.95842998452,107727.74903603345,53906.00745344233,515938.01374737924,136654859.464448
2545,68608240.22434002,172027.70372023009,107685.64903171017,53884.940985729525,515736.3851716068,136682014.0967505
2546,68581428.12406035,171960.4752936162,107643.56548006859,53863.882750792305,515534.8353922817,136709158.1170227
2547,68554626.50194946,171893.27313987145,107601.49837467898,53842.832745413296,515333.3643786104,136736291.52941176
2548,68527835.3539125,171826.0972487284,107559.44770911415,53821.79096637639,515131.97209981125,136763414.33806327
2549,68501054.67585619,171758.94760992358,107517.41347694941,53800.75741046673,514930.65852511465,136790526.54712117
2550,68474284.46368887,171691.82421319763,107475.39567176261,53779.73207447072,514729.423623763,136817628.16072774
2551,68447524.71332045,171624.7270482951,107433.39428713408,53758.71495517601,514528.26736501086,136844719.18302372
2552,68420775.42066248,171557.65610496464,107391.40931664668,53737.706049371525,514327.18971812463,136871799.6181482
2553,68394036.58162808,171490.6113729588,107349.44075388573,53716.70535384743,514126.1906523828,136898869.47023863
2554,68367308.19213198,171423.59284203424,107307.48859243911,53695.71286539515,513925.27013707586,136925928.74343085
2555,68340590.24809049,171356.60050195156,107265.55282589719,53674.72858080735,513724.4281415063,136952977.44185913
2556,68313882.74542154,171289.6343424754,107223.63344785283,53653.752496877976,513523.6646349886,136980015.56965604
2557,68287185.68004464,171222.69435337436,107181.7304519014,53632.784610402196,513322.9795868492,137007043.13095263
2558,68260499.04788087,171155.78052442108,107139.8438316408,53611.82491817645,513122.37296642666,137034060.12987825
2559,68233822.84485295,171088.89284539214,107097.97358067139,53590.87341699842,512921.84474307136,137061066.5705607
2560,68207157.06688519,171022.03130606815,107056.11969259605,53569.93010366706,512721.3948861458,137088062.4571261
2561,68180501.70990345,170955.19589623372,107014.2821610202,53548.99497498255,512521.02336502424,137115047.79369906
2562,68153856.76983522,170888.3866056775,106972.46097955166,53528.068027746325,512320.7301490932,137142022.58440247
2563,68127222.24260956,170821.603424192,106930.65614180085,53507.14925876108,512120.51520775096,137168986.8333577
2564,68100598.12415715,170754.8463415738,106888.86764138064,53486.23866483075,511920.37851040775,137195940.5446844
2565,68073984.41041023,170688.1153476235,106847.09547190639,53465.33624276053,511720.3200264859,137222883.72250074
2566,68047381.09730263,170621.41043214564,106805.33962699596,53444.44198935686,511520.33972541953,137249816.3709232
2567,68020788.1807698,170554.73158494875,106763.60010026973,53423.55590142742,511320.43757665483,137276738.49406663
2568,67994205.65674876,170488.07879584536,106721.87688535053,53402.677975781146,511120.6135496499,137303650.09604433
2569,67967633.5211781,170421.45205465192,106680.16997586374,53381.808209228206,510920.86761387467,137330551.180968
2570,67941071.76999801,170354.85135118896,106638.47936543718,53360.946598580034,510721.1997388112,137357441.75294766
2571,67914520.3991503,170288.2766752809,106596.80504770116,53340.09314064931,510521.60989395325,137384321.8160918
2572,67887979.40457831,170221.7280167562,106555.14701628851,53319.247832249945,510322.09804880666,137411191.37450728
2573,67861448.78222701,170155.20536544727,106513.50526483454,53298.4106701971,510122.6641728892,137438050.43229932
2574,67834928.52804291,170088.70871119044,106471.87978697705,53277.58165130719,509923.30823573045,137464898.99357158
2575,67808418.63797416,170022.2380438261,106430.2705763563,53256.76077239786,509724.0302068719,137491737.0624261
2576,67781919.10797043,169955.79335319856,106388.67762661506,53235.948030288004,509524.8300558671,137518564.6429633
2577,67755429.93398304,169889.37462915614,106347.10093139857,53215.143421797766,509325.7077522812,137545381.739282
2578,67728951.11196484,169822.98186155106,106305.54048435457,53194.346943748526,509126.6632656916,137572188.3554795
2579,67702482.63787028,169756.61504023956,106263.99627913328,53173.5585929629,508927.69656568737,137598984.4956514
2580,67676024.5076554,169690.27415508183,106222.46830938739,53152.77836626477,508728.8076218695,137625770.1638917
2581,67649576.71727781,169623.95919594204,106180.95656877208,53132.00626047923,508529.99640385085,137652545.36429286
2582,67623139.2626967,169557.67015268825,106139.461050945,53111.24227243263,508331.26288125623,137679310.10094568
2583,67596712.13987283,169491.40701519258,106097.98174956629,53090.48639895256,508132.6070237222,137706064.37793943
2584,67570295.34476857,169425.16977333106,106056.51865829856,53069.738636867856,507934.0288008973,137732808.19936174
2585,67543888.87334783,169358.95841698363,106015.0717708069,53048.99898300857,507735.5281824419,137759541.56929862
2586,67517492.72157612,169292.77293603428,105973.64108075887,53028.267434206005,507537.10513802816,137786264.49183455
2587,67491106.88542053,169226.61332037087,105932.2265818245,53007.54398729272,507338.7596373402,137812976.97105235
2588,67464731.36084971,169160.47955988528,105890.82826767633,52986.82863910249,507140.4916500739,137839679.01103327
2589,67438366.14383389,169094.37164447329,105849.44613198933,52966.12138647033,506942.30114593706,137866370.61585695
2590,67412011.23034488,169028.2895640346,105808.08016844095,52945.4222262325,506744.18809464923,137893051.78960148
2591,67385666.61635606,168962.233308473,105766.73037071113,52924.73115522649,506546.15246594185,137919722.5363433
2592,67359332.29784238,168896.20286769603,105725.39673248224,52904.048170291026,506348.19422955817,137946382.8601573
2593,67333008.27078038,168830.19823161533,105684.0792474392,52883.37326826608,506150.31335525325,137973032.76511675
2594,67306694.53114817,168764.2193901464,105642.7779092693,52862.70644599284,505952.50981279404,137999672.25529334
2595,67280391.0749254,168698.26633320874,105601.49271166234,52842.04770031374,505754.7835719592,138026301.33475718
2596,67254097.89809331,168632.3390507257,105560.22364831062,52821.39702807246,505557.13460253924,138052920.00757676
2597,67227814.99663474,168566.4375326247,105518.97071290886,52800.75442611388,505359.56287433655,138079528.277819
2598,67201542.36653405,168500.56176883695,105477.73389915426,52780.11989128416,505162.06835716526,138106126.14954925
2599,67175280.0037772,168434.71174929768,105436.51320074647,52759.49342043065,504964.6510208513,138132713.6268312
2600,67149027.90435173,168368.88746394604,105395.30861138762,52738.87501040194,504767.3108352323,138159290.71372703
2601,67122786.0642467,168303.08890272514,105354.12012478229,52718.264658047876,504570.0477701579,138185857.4142973
2602,67096554.47945279,168237.31605558196,105312.94773463752,52697.66236021951,504372.8617954893,138212413.73260102
2603,67070333.145962216,168171.56891246742,105271.79143466282,52677.068113769135,504175.75288109964,138238959.67269552
2604,67044122.05976877,168105.84746333642,105230.65121857016,52656.48191555028,503978.7209968737,138265495.23863664
2605,67017921.21686782,168040.15169814776,105189.52708007394,52635.90376241768,503781.7661127081,138292020.43447858
2606,66991730.61325627,167974.4816068641,105148.41901289104,52615.33365122732,503584.8881985112,138318535.264274
2607,66965550.24493261,167908.83717945215,105107.3270107408,52594.77157883642,503388.0872242032,138345039.73207393
2608,66939380.10789689,167843.21840588242,105066.251067345,52574.21754210341,503191.363159716,138371533.84192783
2609,66913220.198150724,167777.6252761294,105025.19117642788,52553.67153788796,502994.7159749932,138398017.5978836
2610,66887070.511697285,167712.05778017148,104984.14733171613,52533.13356305095,502798.14563999017,138424491.00398755
2611,66860931.044541314,167646.51590799098,104943.11952693888,52512.60361445451,502601.65212467406,138450954.06428438
2612,66834801.79268911,167580.99964957414,104902.10775582775,52492.081688961975,502405.23539902375,138477406.78281727
2613,66808682.752148524,167515.50899491107,104861.11201211676,52471.567783437924,502208.8954330298,138503849.16362774
2614,66782573.91892898,167450.04393399585,104820.13228954242,52451.061894748156,502012.63219669455,138530281.2107558
2615,66756475.28904147,167384.60445682646,104779.16858184367,52430.56401975968,501816.4456600321,138556702.92823982
2616,66730386.858498506,167319.19055340474,104738.22088276189,52410.07415534076,501620.33579306817,138583114.32011667
2617,66704308.6233142,167253.80221373646,104697.2891860409,52389.59229836085,501424.30256584025,138609515.39042157
2618,66678240.579504214,167188.43942783133,104656.373485427,52369.11844569065,501228.34594839753,138635906.14318818
2619,66652182.723085746,167123.10218570294,104615.47377466889,52348.652594202074,501032.4659108009,138662286.58244863
2620,66626135.050077565,167057.79047736878,104574.59004751775,52328.19474076826,500836.66242312297,138688656.71223342
2621,66600097.556499995,166992.5042928502,104533.72229772719,52307.74488226356,500640.935455448,138715016.53657147
2622,66574070.23837492,166927.24362217257,104492.87051905323,52287.30301556358,500445.284977872,138741366.05949017
2623,66548053.09172576,166862.00845536502,104452.0347052544,52266.8691375451,500249.7109605026,138767705.2850153
2624,66522046.11257751,166796.79878246068,104411.21485009158,52246.44324508615,500054.21337345924,138794034.21717113
2625,66496049.29695672,166731.6145934965,104370.41094732817,52226.02533506597,499858.79218687286,138820352.85998026
2626,66470062.64089147,166666.45587851334,104329.62299072996,52205.61540436503,499663.4473708862,138846661.21746376
2627,66444086.14041141,166601.32262755602,104288.85097406518,52185.213449865005,499468.1788956537,138872959.29364118
2628,66418119.79154773,166536.21483067315,104248.09489110451,52164.8194684488,499272.9867313413,138899247.09253043
2629,66392163.59033319,166471.13247791733,104207.35473562106,52144.43345700053,499077.87084812665,138925524.61814788
2630,66366217.53280209,166406.07555934496,104166.63050139038,52124.055412405534,498882.8312161992,138951791.87450832
2631,66340281.61499027,166341.04406501638,104125.92218219044,52103.68533155036,498687.8678057599,138978048.86562496
2632,66314355.83293513,166276.03798499578,104085.22977180163,52083.323211322786,498492.9805870214,139004295.59550947
2633,66288440.18267562,166211.05730935125,104044.55326400681,52062.969048611805,498298.169530208,139030532.06817195
2634,66262534.660252236,166146.10202815474,104003.89265259124,52042.62284030761,498103.4346055556,139056758.2876209
2635,66236639.26170701,166081.17213148213,103963.2479313426,52022.28458330162,497908.77578331175,139082974.2578633
2636,66210753.98308353,166016.26760941316,103922.61909405104,52001.95427448646,497714.1930337356,139109179.98290455
2637,66184878.82042694,165951.3884520314,103882.00613450908,51981.63191075599,497519.68632709805,139135375.46674845
2638,66159013.76978392,165886.53464942434,103841.40904651172,51961.31748900526,497325.25563368143,139161560.71339723
2639,66133158.82720269,165821.70619168333,103800.82782385635,51941.01100613056,497130.90092377976,139187735.72685164
2640,66107313.98873302,165756.90306890363,103760.26246034278,51920.71245902937,496936.62216769875,139213900.51111078
2641,66081479.250426225,165692.1252711843,103719.71294977328,51900.42184460038,496742.4193357556,139240055.07017225
2642,66055654.60833516,165627.37278862833,103679.17928595252,51880.139159743514,496548.2923982792,139266199.40803203
2643,66029840.05851422,165562.64561134254,103638.66146268757,51859.86440135988,496354.2413256099,139292333.52868456
2644,66004035.59701935,165497.94372943763,103598.15947378795,51839.59756635183,496160.26608809986,139318457.43612275
2645,65978241.21990804,165433.26713302816,103557.67331306559,51819.33865162291,495966.3666561126,139344571.1343379
2646,65952456.9232393,165368.61581223257,103517.20297433484,51799.087654077855,495772.5430000234,139370674.6273198
2647,65926682.703073695,165303.98975717314,103476.74845141247,51778.844570622634,495578.795090219,139396767.91905665
2648,65900918.555473335,165239.38895797604,103436.30973811765,51758.60939816444,495385.1228970977,139422851.01353508
2649,65875164.47650186,165174.81340477127,103395.88682827199,51738.38213361163,495191.5263910695,139448923.9147402
2650,65849420.462224446,165110.26308769267,103355.4797156995,51718.16277387382,494998.0055425559,139474986.62665552
2651,65823686.50870781,165045.73799687802,103315.08839422661,51697.951315861785,494804.5603219899,139501039.15326303
2652,65797962.6120202,164981.23812246884,103274.71285768214,51677.747756487544,494611.19069981604,139527081.49854314
2653,65772248.76823142,164916.7634546106,103234.35309989736,51657.55209266431,494417.89664649055,139553113.6664747
2654,65746544.9734128,164852.31398345254,103194.00911470593,51637.36432130649,494224.6781324811,139579135.66103503
2655,65720851.223637186,164787.8896991478,103153.68089594391,51617.18443932973,494031.53512826696,139605147.4861999
2656,65695167.51497899,164723.4905918534,103113.36843744977,51597.01244365084,493838.46760433883,139631149.1459435
2657,65669493.84351414,164659.1166517301,103073.07173306443,51576.848331187866,493645.4755311991,139657140.64423847
2658,65643830.20532009,164594.76786894258,103032.79077663115,51556.69209886004,493452.5588793615,139683121.9850559
2659,65618176.596475855,164530.4442336594,102992.52556199564,51536.54374358781,493259.71761935146,139709093.17236534
2660,65592533.01306195,164466.1457360529,102952.27608300601,51516.40326229282,493066.95172170585,139735054.21013477
2661,65566899.451160446,164401.87236629924,102912.04233351277,51496.27065189791,492874.261156973,139761005.10233065
2662,65541275.906854935,164337.62411457847,102871.82430736884,51476.14590932715,492681.6458957129,139786945.85291785
2663,65515662.37623054,164273.4009710745,102831.62199842952,51456.02903150578,492489.10590849683,139812876.46585974
2664,65490058.855373904,164209.202925975,102791.43540055252,51435.92001536027,492296.6411659078,139838796.94511807
2665,65464465.340373226,164145.02996947154,102751.26450759798,51415.81885781827,492104.2516385401,139864707.29465312
2666,65438881.82731821,164080.88209175947,102711.10931342842,51395.72555580863,491911.9372969998,139890607.51842356
2667,65413308.31230009,164016.759283038,102670.96981190873,51375.64010626142,491719.69811190414,139916497.62038657
2668,65387744.791411646,163952.6615335102,102630.84599690622,51355.56250610789,491527.534053882,139942377.60449773
2669,65362191.260747164,163888.5888333829,102590.73786229064,51335.4927522805,491335.4450935737,139968247.4747111
2670,65336647.71640246,163824.54117286683,102550.64540193406,51315.43084171291,491143.43120163115,139994107.23497918
2671,65311114.15447489,163760.51854217646,102510.56860971099,51295.37677133997,490951.4923487175,140019956.88925296
2672,65285590.571063325,163696.52093153016,102470.50747949831,51275.33053809773,490759.62850550766,140045796.44148183
2673,65260076.96226815,163632.54833115012,102430.46200517532,51255.29213892344,490567.8396426877,140071625.8956137
2674,65234573.324191295,163568.6007312623,102390.4321806237,51235.26157075555,490376.12573095533,140097445.25559488
2675,65209079.6529362,163504.67812209652,102350.4179997275,51215.2388305337,490184.48674101965,140123254.52537018
2676,65183595.94460783,163440.7804938864,102310.4194563732,51195.22391519873,489992.92264360125,140149053.70888287
2677,65158122.19531268,163376.90783686942,102270.43654444965,51175.216821692666,489801.4334094321,140174842.81007463
2678,65132658.40115875,163313.06014128675,102230.46925784808,51155.217546958746,489610.0190092557,140200621.83288565
2679,65107204.558255576,163249.23739738355,102190.51759046211,51135.226087941395,489418.67941382685,140226390.78125456
2680,65081760.662714206,163185.43959540865,102150.58153618776,51115.242441586226,489227.4145939119,140252149.65911844
2681,65056326.71064722,163121.66672561475,102110.66108892343,51095.26660484006,489036.2245202886,140277898.47041285
2682,65030902.698168695,163057.91877825838,102070.75624256989,51075.298574650886,488845.10916374606,140303637.2190718
2683,65005488.621394254,162994.19574359982,102030.86699103029,51055.33834796792,488654.0684950849,140329365.90902779
2684,64980084.47644101,162930.49761190324,101990.99332821018,51035.38592174153,488463.102485117,140355084.54421175
2685,64954690.259427615,162866.8243734365,101951.13524801753,51015.44129292331,488272.2111046658,140380793.12855306
2686,64929305.96647423,162803.17601847136,101911.2927443626,50995.504458466035,488081.3943245661,140406491.66597962
2687,64903931.59370253,162739.55253728334,101871.4658111581,50975.57541532366,487890.6521156641,140432180.16041777
2688,64878567.137235716,162675.95392015175,101831.6544423191,50955.654160451355,487699.98444881727,140457858.61579227
2689,64853212.593198486,162612.38015735976,101791.85863176303,50935.740690805455,487509.3912948947,140483527.03602642
2690,64827867.95771706,162548.83123919426,101752.07837340973,50915.83500334348,487318.8726247766,140509185.42504194
2691,64802533.22691918,162485.30715594598,101712.3136611814,50895.93709502417,487128.4284093549,140534833.78675905
2692,64777208.3969341,162421.80789790943,101672.5644890026,50876.046962807435,486938.0586195325,140560472.12509638
2693,64751893.46389258,162358.33345538293,101632.8308508003,50856.16460365437,486747.763226224,140586100.4439711
2694,64726588.42392689,162294.88381866858,101593.1127405038,50836.29001452726,486557.5422003552,140611718.7472988
2695,64701293.27317082,162231.45897807225,101553.41015204482,50816.42319238958,486367.3955128633,140637327.03899357
2696,64676008.00775967,162168.05892390362,101513.7230793574,50796.564134206,486177.32313469687,140662925.32296792
2697,64650732.62383024,162104.68364647616,101474.051516378,50776.712836942344,485987.32503681583,140688513.6031329
2698,64625467.11752085,162041.33313610713,101434.3954570454,50756.869297565674,485797.40119019145,140714091.883398
2699,64600211.48497132,161978.00738311754,101394.75489530078,50737.03351304418,485607.5515658063,140739660.16767117
2700,64574965.72232299,161914.70637783222,101355.1298250877,50717.205480347286,485417.7761346544,140765218.45985883
2701,64549729.82571871,161851.43011057976,101315.52024035205,50697.38519644557,485228.074867741,140790766.76386592
2702,64524503.791302815,161788.17857169255,101275.92613504213,50677.5726583108,485038.44773608266,140816305.0835958
2703,64499287.61522117,161724.95175150674,101236.34750310855,50657.767862915935,484848.89471070736,140841833.42295036
2704,64474081.293621145,161661.74964036225,101196.78433850434,50637.970807235106,484659.4157626544,140867351.78582987
2705,64448884.822651595,161598.5722286028,101157.23663518485,50618.18148824364,484470.01086297433,140892860.17613316
2706,64423698.1984629,161535.41950657585,101117.70438710782,50598.39990291803,484280.6799827291,140918358.59775752
2707,64398521.41720694,161472.29146463267,101078.18758823334,50578.626048235965,484091.4230929918,140943847.05459872
2708,64373354.4750371,161409.1880931283,101038.68623252386,50558.85992117632,483902.24016484705,140969325.55055097
2709,64348197.36810825,161346.1093824215,100999.2003139442,50539.10151871912,483713.13116939063,140994794.089507
2710,64323050.092576794,161283.05532287486,100959.72982646151,50519.35083784561,483524.09607772966,141020252.67535803
2711,64297912.644600615,161220.02590485467,100920.27476404533,50499.60787553818,483335.1348609825,141045701.3119937
2712,64272785.0203391,161157.02111873106,100880.83512066754,50479.872628780424,483146.2474902788,141071140.00330216
2713,64247667.21595316,161094.04095487786,100841.41089030239,50460.1450945571,482957.4339367596,141096568.75317007
2714,64222559.227605164,161031.08540367268,100802.00206692645,50440.425269854146,482768.6941715771,141121987.56548253
2715,64197461.051459014,160968.15445549693,100762.6086445187,50420.71315165868,482580.02816589485,141147396.44412315
2716,64172372.6836801,160905.2481007357,100723.23061706041,50401.00873695902,482391.43589088763,141172795.392974
2717,64147294.12043532,160842.36632977793,100683.86797853527,50381.31202274461,482202.9173177415,141198184.4159156
2718,64122225.35789306,160779.50913301625,100644.52072292926,50361.62300600612,482014.4724176537,141223563.51682708
2719,64097166.392223194,160716.67650084707,100605.18884423072,50341.94168373538,481826.1011618329,141248932.6995859
2720,64072117.219597116,160653.86842367053,100565.8723364304,50322.26805292537,481637.80352149886,141274291.96806812
2721,64047077.8361877,160591.08489189055,100526.57119352132,50302.60211057028,481449.57946788264,141299641.3261482
2722,64022048.23816931,160528.3258959148,100487.28540949889,50282.94385366547,481261.42897222657,141324980.77769914
2723,63997028.42171784,160465.5914261547,100448.01497836085,50263.29327920746,481073.3520057842,141350310.32659242
2724,63972018.38301063,160402.88147302534,100408.75989410731,50243.65038419394,480885.34853982035,141375629.97669798
2725,63947018.11822655,160340.1960269457,100369.52015074069,50224.0151656238,480697.41854561097,141400939.7318843
2726,63922027.623545945,160277.53507833835,100330.29574226578,50204.38762049707,480509.56199444336,141426239.59601828
2727,63897046.89515066,160214.89861762975,100291.0866626897,50184.767745814985,480321.77885761595,141451529.57296535
2728,63872075.92922404,160152.28663524997,100251.89290602192,50165.155538579915,480134.0691064384,141476809.66658944
2729,63847114.721950896,160089.6991216329,100212.71446627425,50145.550995795435,479946.4327122316,141502079.88075292
2730,63822163.269517556,160027.13606721617,100173.55133746083,50125.95411446628,479758.8696463276,141527340.21931672
2731,63797221.56811183,159964.5974624411,100134.40351359814,50106.36489159835,479571.3798800699,141552590.6861402
2732,63772289.61392301,159902.08329775278,100095.27098870503,50086.78332419871,479383.96338481276,141577831.28508127
2733,63747367.40314189,159839.5935636,100056.15375680264,50067.209409275616,479196.62013192195,141603062.01999626
2734,63722454.93196075,159777.12825043534,100017.05181191448,50047.64314383847,479009.3500927744,141628282.89474005
2735,63697552.19657334,159714.6873487151,99977.96514806639,50028.08452489786,478822.1532387581,141653493.913166
2736,63672659.19317492,159652.2708488992,99938.89375928653,50008.53354946553,478635.0295412724,141678695.0791259
2737,63647775.91796223,159589.87874145148,99899.8376396054,49988.9902145544,478447.97897172766,141703886.3964702
2738,63622902.36713349,159527.51101683933,99860.79678305585,49969.45451717854,478261.0015015455,141729067.86904764
2739,63598038.53688841,159465.16766553395,99821.77118367303,49949.92645435323,478074.0971021587,141754239.50070563
2740,63573184.4234282,159402.84867801025,99782.76083549445,49930.406023094874,477887.26574501116,141779401.29528996
2741,63548340.02295552,159340.55404474688,99743.76573255994,49910.89322042105,477700.507401558,141804553.25664496
2742,63523505.33167455,159278.28375622618,99704.78586891165,49891.38804335051,477513.82204326545,141829695.38861346
2743,63498680.34579094,159216.03780293427,99665.82123859409,49871.89048890317,477327.20964161097,141854827.6950368
2744,63473865.0615118,159153.81617536087,99626.87183565405,49852.40055410011,477140.67016808304,141879950.17975476
2745,63449059.47504576,159091.61886399955,99587.93765414067,49832.91823596357,476954.20359418134,141905062.84660572
2746,63424263.58260292,159029.4458593475,99549.01868810543,49813.443531516954,476767.80989141675,141930165.69942647
2747,63399477.38039484,158967.29715190566,99510.11493160212,49793.97643778483,476581.4890313112,141955258.74205235
2748,63374700.86463458,158905.1727321787,99471.22637868684,49774.516951792946,476395.2409853978,141980341.97831714
2749,63349934.03153668,158843.07259067497,99432.35302341805,49755.065070568184,476209.06572522066,142005415.41205323
2750,63325176.87731716,158780.99671790656,99393.4948598565,49735.6207911386,476022.96322233527,142030479.0470914
2751,63300429.39819351,158718.94510438922,99354.65188206527,49716.184110533424,475836.933448308,142055532.887261
2752,63275691.59038469,158656.91774064244,99315.82408410977,49696.75502578303,475650.9763747164,142080576.93638986
2753,63250963.45011117,158594.9146171894,99277.0114600577,49677.33353391896,475465.09197314916,142105611.19830433
2754,63226244.97359487,158532.935724557,99238.21400397913,49657.919631973906,475279.28021520603,142130635.67682922
2755,63201536.157059185,158470.98105327584,99199.43170994638,49638.513316981735,475093.54107249796,142155650.3757879
2756,63176836.99672901,158409.0505938802,99160.66457203413,49619.11458597746,474907.87451664684,142180655.29900226
2757,63152147.488830686,158347.14433690812,99121.91258431939,49599.723435997264,474722.28051928576,142205650.45029262
2758,63127467.62959205,158285.26227290125,99083.17574088144,49580.33986407848,474536.75905205886,142230635.83347785
2759,63102797.41524241,158223.404392405,99044.4540358019,49560.963867259605,474351.3100866213,142255611.45237532
2760,63078136.84201253,158161.57068596847,99005.7474631647,49541.59544258028,474165.9335946395,142280577.31080094
2761,63053485.90613467,158099.7611441444,98967.05601705611,49522.234587081315,473980.6295477907,142305533.41256908
2762,63028844.60384256,158037.97575748927,98928.37969156465,49502.881297804684,473795.3979177634,142330479.76149264
2763,63004212.931371376,157976.21451656325,98889.71848078119,49483.5355717935,473610.23867625714,142355416.36138305
2764,62979590.8849578,157914.4774119302,98851.0723787989,49464.19740609205,473425.1517949825,142380343.2160502
2765,62954978.46083996,157852.7644341576,98812.44137971327,49444.86679774575,473240.137245661,142405260.32930258
2766,62930375.65525746,157791.07557381675,98773.82547762209,49425.543743801194,473055.1950000254,142430167.70494708
2767,62905782.46445139,157729.4108214825,98735.22466662544,49406.22824130612,472870.3250298194,142455065.34678918
2768,62881198.88466428,157667.77016773348,98696.63894082572,49386.92028730942,472685.52730679774,142479953.25863287
2769,62856624.91214015,157606.15360315194,98658.06829432765,49367.61987886114,472500.80180272623,142504831.4442806
2770,62832060.54312449,157544.56111832382,98619.51272123822,49348.32701301248,472316.1484893817,142529699.90753338
2771,62807505.77386424,157482.99270383877,98580.97221566676,49329.04168681579,472131.5673385521,142554558.65219072
2772,62782960.60060781,157421.4483502901,98542.44677172488,49309.763897324585,471947.0583220362,142579407.68205065
2773,62758425.01960509,157359.9280482748,98503.93638352648,49290.49364159351,471762.6214116439,142604247.0009097
