time, S,E, I, J, Q, R
403,158486570.04073843,397387.84474654426,248756.25875026858,124475.41936290835,1191362.6018154672,45691036.834586166
404,158424633.4891665,397232.5455768173,248659.04480434896,124426.77436902132,1190897.0166645283,45753740.12941856
405,158362721.14239892,397077.30709800584,248561.86884963943,124378.1483855979,1190431.6134982742,45816418.919769324
406,158300832.99097648,396922.12928639195,248464.730871293,124329.54140520882,1189966.3922437956,45879073.2152166
407,158238969.0254436,396767.01211826684,248367.6308544685,124280.95342042766,1189501.3528283054,45941703.02533469
408,158177129.23634848,396611.955569931,248270.56878433056,124232.38442383095,1189036.495179135,46004308.35969408
409,158115313.6142429,396456.95961769426,248173.54464604965,124183.83440799812,1188571.8192237276,46066889.227861404
410,158053522.14968246,396302.02423787565,248076.55842480197,124135.30336551147,1188107.3248896357,46129445.6393995
411,157991754.83322635,396147.1494068035,247979.61010576953,124086.79128895623,1187643.012104516,46191977.603867374
412,157930011.65543753,395992.3351008153,247882.6996741402,124038.29817092049,1187178.8807961247,46254485.130820245
413,157868292.60688257,395837.5812962579,247785.82711510753,123989.8240039953,1186714.9308923152,46316968.229809515
414,157806597.6781318,395682.88796948735,247688.99241387093,123941.36878077453,1186251.1623210332,46379426.91038279
415,157744926.85975918,395528.25509686884,247592.1955556356,123892.932493855,1185787.5750103134,46441861.1820839
416,157683280.1423424,395373.68265477696,247495.43652561246,123844.51513583641,1185324.1688882771,46504271.05445286
417,157621657.51646277,395219.17061959545,247398.71530901824,123796.11669932131,1184860.9438831282,46566656.53702593
418,157560058.97270533,395064.7189677173,247302.03189107546,123747.73717691522,1184397.8999231507,46629017.639335565
419,157498484.5016588,394910.3276755447,247205.38625701243,123699.37656122647,1183935.0369367057,46691354.370910466
420,157436934.09391555,394755.9967194891,247108.7783920632,123651.03484486634,1183472.3548522291,46753666.74127556
421,157375407.74007165,394601.72607597115,247012.20828146755,123602.71202044896,1183009.8535982291,46815954.75995199
422,157313905.43072683,394447.51572142064,246915.67591047115,123554.40808059137,1182547.5331032837,46878218.43645716
423,157252427.15648448,394293.3656322767,246819.18126432534,123506.12301791347,1182085.3932960383,46940457.7803047
424,157190972.90795174,394139.2757849876,246722.72432828724,123457.85682503806,1181623.4341052035,47002672.80100449
425,157129542.67573932,393985.24615601083,246626.30508761975,123409.60949459084,1181161.655459554,47064863.50806266
426,157068136.45046163,393831.2767218131,246529.9235275915,123361.38101920036,1180700.0572879254,47127029.91098159
427,157006754.22273678,393677.36745887017,246433.5796334769,123313.17139149806,1180238.6395192137,47189172.0192599
428,156945395.98318654,393523.51834366727,246337.27339055616,123264.98060411826,1179777.4020823725,47251289.84239249
429,156884061.7224363,393369.72935269854,246241.00478411512,123216.80864969817,1179316.344906412,47313383.38987051
430,156822751.43111518,393216.0004624675,246144.77379944548,123168.65552087786,1178855.4679203974,47375452.67118137
431,156761465.0998559,393062.3316494868,246048.58042184467,123120.5212103003,1178394.771053447,47437497.69580876
432,156700202.71929488,392908.72289027815,245952.42463661582,123072.40571061132,1177934.2542347314,47499518.47323263
433,156638964.28007218,392755.17416137265,245856.30642906783,123024.3090144596,1177473.9173934723,47561515.01292919
434,156577749.77283153,392601.6854393104,245760.22578451535,122976.23111449677,1177013.7604589404,47623487.32437096
435,156516559.1882203,392448.2567006407,245664.18268827876,122928.17200337723,1176553.7833604552,47685435.41702669
436,156455392.51688954,392294.8879219221,245568.1771256842,122880.1316737583,1176093.986027383,47747359.300361454
437,156394249.74949396,392141.57907972217,245472.20908206346,122832.11011830019,1175634.3683891366,47809258.98383658
438,156333130.87669185,391988.3301506178,245376.27854275418,122784.10732966596,1175174.9303751742,47871134.47690969
439,156272035.88914523,391835.141111195,245280.38549309966,122736.12330052152,1174715.671914998,47932985.7890347
440,156210964.77751973,391682.0119380487,245184.52991844897,122688.15802353568,1174256.5929381535,47994812.92966181
441,156149917.53248468,391528.9426077833,245088.71180415683,122640.21149138009,1173797.6933742291,48056615.9082375
442,156088894.14471298,391375.93309701217,244992.93113558376,122592.28369672925,1173338.9731528545,48118394.73420457
443,156027894.60488123,391222.98338235787,244897.18789809596,122544.37463226056,1172880.4322037005,48180149.41700209
444,155966918.90366963,391070.093440452,244801.4820770654,122496.48429065428,1172422.070456478,48241879.966065444
445,155905967.03176206,390917.26324793545,244705.81365786967,122448.61266459349,1171963.8878409378,48303586.390826315
446,155845038.97984606,390764.49278145813,244610.18262589216,122400.75974676416,1171505.8842868693,48365268.70071268
447,155784134.73861274,390611.7820176791,244514.58896652196,122352.92552985513,1171048.0597241004,48426926.905148834
448,155723254.2987569,390459.1309332666,244419.03266515385,122305.11000655805,1170590.4140824964,48488561.01355536
449,155662397.65097696,390306.5395048979,244323.5137071883,122257.3131695675,1170132.9472919598,48550171.035349175
450,155601564.78597495,390154.0077092594,244228.0320780315,122209.53501158083,1169675.6592824298,48611756.97994349
451,155540755.69445658,390001.5355230466,244132.58776309542,122161.77552529829,1169218.5499838819,48673318.85674783
452,155479970.36713117,389849.1229229642,244037.1807477976,122114.034703423,1168761.6193263268,48734856.67516803
453,155419208.7947117,389696.7698857259,243941.81101756135,122066.3125386609,1168304.8672398105,48796370.44460626
454,155358470.96791473,389544.4763880546,243846.4785578157,122018.60902372078,1167848.2936544141,48857860.174460985
455,155297756.87746048,389392.24240668217,243751.1833539953,121970.9241513143,1167391.8985002527,48919325.87412701
456,155237066.51407278,389240.06791834964,243655.92539154057,121923.25791415598,1166935.6817074756,48980767.55299544
457,155176399.86847907,389087.95289980713,243560.70465589757,121875.61030496313,1166479.6432062653,49042185.22045373
458,155115756.93141046,388935.8973278139,243465.52113251804,121827.98131645596,1166023.7829268381,49103578.88588564
459,155055137.69360167,388783.9011791382,243370.37480685944,121780.37094135748,1165568.100799443,49164948.558671266
460,154994542.145791,388631.9644305574,243275.26566438493,121732.77917239361,1165112.5967543616,49226294.24818703
461,154933970.2787204,388480.0870588579,243180.1936905633,121685.20600229304,1164657.2707219077,49287615.963805676
462,154873422.0831355,388328.26904083526,243085.15887086903,121637.65142378735,1164202.1226324276,49348913.7148963
463,154812897.5497854,388176.5103532941,242990.16119078227,121590.11542961093,1163747.1524162989,49410187.51082432
464,154752396.66942295,388024.81097304804,242895.2006357889,121542.59801250102,1163292.3600039307,49471437.3609515
465,154691919.43280455,387873.17087691976,242800.27719138045,121495.09916519774,1162837.745325764,49532663.27463592
466,154631465.8306902,387721.5900417411,242705.39084305405,121447.61888044397,1162383.3083122699,49593865.26123201
467,154571035.85384357,387570.0684443528,242610.54157631256,121400.1571509855,1161929.0488939513,49655043.33009055
468,154510629.4930319,387418.6060616047,242515.72937666456,121352.71396957089,1161474.9670013413,49716197.490558654
469,154450246.739026,387267.2028703558,242420.95422962416,121305.28932895159,1161021.0625650035,49777327.751979776
470,154389887.58260038,387115.8588474741,242326.2161207112,121257.88322188184,1160567.3355155317,49838434.12369373
471,154329552.0145331,386964.5739698365,242231.51503545124,121210.49564111873,1160113.78578355,49899516.61503665
472,154269240.02560583,386813.3482143291,242136.85095937538,121163.12657942218,1159660.413299712,49960575.23534105
473,154208951.60660383,386662.18155784695,242042.22387802048,121115.77602955494,1159207.2179947014,50021609.99393577
474,154148686.74831596,386511.07397729415,241947.63377692894,121068.44398428258,1158754.1997992315,50082620.90014602
475,154088445.44153473,386360.02544958383,241853.0806416489,121021.13043637353,1158301.3586440447,50143607.96329335
476,154028227.67705616,386209.0359516381,241758.56445773414,120973.83537859899,1157848.6944599133,50204571.19269567
477,153968033.44567996,386058.10546038824,241664.08521074406,120926.55880373303,1157396.2071776383,50265510.59766725
478,153907862.7382094,385907.2339527743,241569.6428862437,120879.30070455253,1156943.8967280502,50326426.1875187
479,153847715.5454513,385756.42140574555,241475.23746980377,120832.06107383719,1156491.763042008,50387317.97155702
480,153787591.85821614,385605.6677962602,241380.8689470006,120784.83990436954,1156039.8060503998,50448185.95908555
481,153727491.66731796,385454.9731012854,241286.53730341612,120737.63718893492,1155588.0256841425,50509030.15940399
482,153667414.96357438,385304.33729779744,241192.24252463793,120690.45292032149,1155136.4218741814,50569850.58180842
483,153607361.73780662,385153.76036278147,241097.9845962593,120643.28709132024,1154684.9945514905,50630647.23559127
484,153547331.9808395,385003.2422732317,241003.76350387908,120596.13969472495,1154233.7436470722,50691420.130041346
485,153487325.6835014,384852.7830061513,240909.57923310174,120549.01072333223,1153782.6690919572,50752169.27444382
486,153427342.8366243,384702.3825385525,240815.43176953745,120501.90016994155,1153331.7708172044,50812894.67808024
487,153367383.43104374,384552.04084745643,240721.3210988019,120454.80802735515,1152881.0487539012,50873596.35022851
488,153307447.4575989,384401.75790989323,240627.2472065165,120407.73428837805,1152430.502833163,50934274.30016293
489,153247534.90713248,384251.5337029021,240533.21007830818,120360.67894581816,1151980.1329861328,50994928.537154146
490,153187645.77049077,384101.368203531,240439.20969980958,120313.64199248613,1151529.9391439823,51055559.07046921
491,153127780.03852364,383951.26138883707,240345.2460566589,120266.62342119546,1151079.9212379104,51116165.909371525
492,153067937.7020846,383801.2132358863,240251.3191345,120219.62322476246,1150630.0791991444,51176749.06312089
493,153008118.75203064,383651.22372175375,240157.42891898222,120172.64139600622,1150180.412958939,51237308.54097347
494,152948323.17922235,383501.2928235233,240063.57539576068,120125.67792774866,1149730.922448577,51297844.35218184
495,152888550.9745239,383351.42051828786,239969.75855049602,120078.7328128145,1149281.6075993683,51358356.50599492
496,152828802.12880304,383201.6067831493,239875.9783688545,120031.80604403125,1148832.468342651,51418845.01165805
497,152769076.6329311,383051.85159521847,239782.23483650794,119984.89761422925,1148383.5046097902,51479309.878412925
498,152709374.47778296,382902.15493161505,239688.52793913384,119938.0075162416,1147934.716332179,51539751.11549765
499,152649695.65423706,382752.5167694678,239594.85766241525,119891.13574290427,1147486.1034412377,51600168.73214671
500,152590040.15317538,382602.9370859143,239501.2239920408,119844.28228705595,1147037.665868414,51660562.73759098
501,152530407.96548352,382453.41585810116,239407.6269137047,119797.44714153817,1146589.4035451834,51720933.141057745
502,152470799.0820506,382303.9530631838,239314.06641310683,119750.63029919527,1146141.316403048,51781279.95177065
503,152411213.49376932,382154.5486783267,239220.5424759526,119703.83175287434,1145693.404373538,51841603.17894976
504,152351651.19153595,382005.2026807032,239127.055087953,119657.05149542532,1145245.66738821,51901902.831811525
505,152292112.1662503,381855.91504749557,239033.60423482463,119610.2895197009,1144798.1053786485,51962178.9195688
506,152232596.4088157,381706.685755895,238940.18990228965,119563.54581855661,1144350.7182764648,52022431.451430835
507,152173103.91013914,381557.51478310156,238846.81207607582,119516.82038485073,1143903.5060132977,52082660.43660328
508,152113634.66113105,381408.4021063243,238753.47074191648,119470.11321144432,1143456.4685208127,52142865.88428819
509,152054188.6527055,381259.3477027812,238660.16588555052,119423.42429120129,1143009.6057307026,52203047.803684026
510,151994765.87578002,381110.351549699,238566.89749272246,119376.75361698828,1142562.9175746874,52263206.20398564
511,151935366.32127577,380961.4136243133,238473.6655491823,119330.10118167475,1142116.4039845138,52323341.094384305
512,151875989.9801174,380812.5339038689,238380.47004068567,119283.46697813296,1141670.0648919558,52383452.4840677
513,151816636.84323317,380663.7123656193,238287.31095299378,119236.8509992379,1141223.900228814,52443540.38221991
514,151757306.90155482,380514.9489868268,238194.18827187334,119190.2532378674,1140777.9099269165,52503604.79802143
515,151698000.1460177,380366.24374476273,238101.10198309668,119143.67368690204,1140332.0939181177,52563645.74064916
516,151638716.56756064,380217.5966167073,238008.05207244167,119097.11233922519,1139886.4521342993,52623663.219276436
517,151579456.15712604,380069.00757994945,237915.03852569178,119050.56918772301,1139440.9845073698,52683657.24307298
518,151520218.90565982,379920.4766117872,237822.06132863593,119004.04422528445,1138995.6909692646,52743627.821204945
519,151461004.80411148,379772.00368952734,237729.1204670687,118957.53744480122,1138550.5714519455,52803574.96283491
520,151401813.84343404,379623.58879048546,237636.21592679014,118911.04883916778,1138105.6258874016,52863498.677121855
521,151342646.01458403,379475.23189198616,237543.34769360596,118864.57840128143,1137660.8542076487,52923398.97322119
522,151283501.30852154,379326.9329713628,237450.51575332732,118818.1261240422,1137216.2563447289,52983275.86028475
523,151224379.71621016,379178.6920059576,237357.72009177093,118771.69200035292,1136771.8322307116,53043129.34746079
524,151165281.22861707,379030.50897312164,237264.96069475907,118725.2760231192,1136327.5817976927,53102959.443893984
525,151106205.83671293,378882.38385021494,237172.23754811956,118678.87818524937,1135883.5049777948,53162766.15872544
526,151047153.53147194,378734.3166146063,237079.55063768575,118632.49847965458,1135439.6017031672,53222549.501092695
527,150988124.30387184,378586.3072436733,236986.89994929655,118586.13689924873,1134995.8719059858,53282309.480129704
528,150929118.14489388,378438.35571480246,236894.28546879638,118539.7934369485,1134552.315518453,53342046.104966864
529,150870135.04552287,378290.4620053891,236801.70718203517,118493.46808567335,1134108.9324727983,53401759.384730995
530,150811174.99674708,378142.62609283737,236709.16507486842,118447.16083834547,1133665.7227012771,53461449.328545354
531,150752237.98955834,377994.8479545603,236616.65913315717,118400.87168788984,1133222.6861361722,53521115.94552963
532,150693324.01495203,377847.1275679797,236524.18934276793,118354.6006272342,1132779.8227097923,53580759.24479996
533,150634433.063927,377699.4649105261,236431.75568957278,118308.34764930909,1132337.132354473,53640379.235468894
534,150575565.1274856,377551.8599596391,236339.3581594493,118262.11274704774,1131894.6150025763,53699975.92664544
535,150516720.1966338,377404.31269276683,236246.99673828058,118215.8959133862,1131452.2705864909,53759549.327435054
536,150457898.26238093,377256.82308736653,236154.67141195526,118169.69714126324,1131010.099038632,53819099.4469396
537,150399099.31574,377109.391120904,236062.38216636746,118123.51642362043,1130568.1002914407,53878626.294257425
538,150340323.3477274,376962.01677085395,235970.12898741686,118077.35375340207,1130126.2742773856,53938129.87848329
539,150281570.3493631,376814.7000146999,235877.91186100856,118031.20912355525,1129684.620928961,53997610.20870841
540,150222840.31167057,376667.44082993414,235785.73077305328,117985.08252702976,1129243.140178688,54057067.29402047
541,150164133.22567677,376520.23919405777,235693.58570946718,117938.97395677821,1128801.8319591142,54116501.143503554
542,150105449.08241218,376373.0950845807,235601.4766561719,117892.8834057559,1128360.6962028132,54175911.76623824
543,150046787.87291077,376226.00847902166,235509.40359909466,117846.81086692092,1127919.732842385,54235299.17130155
544,149988149.58821005,376078.97935490805,235417.36652416812,117800.75633323412,1127478.9418104568,54294663.36776694
545,149929534.21935096,375932.00768977613,235325.36541733047,117754.71979765908,1127038.3230396814,54354004.36470433
546,149870941.75737804,375785.09346117097,235233.40026452538,117708.70125316216,1126597.8764627383,54413322.17118011
547,149812372.19333926,375638.23664664634,235141.47105170198,117662.70069271242,1126157.6020123332,54472616.79625709
548,149753825.5182861,375491.43722376483,235049.57776481498,117616.7181092817,1125717.4996211983,54531888.24899458
549,149695301.72327358,375344.6951700978,234957.72038982448,117570.7534958446,1125277.569222092,54591136.53844833
550,149636800.79936013,375198.01046322536,234865.89891269614,117524.80684537842,1124837.8107477988,54650361.673670545
551,149578322.73760775,375051.3830807363,234774.11331940108,117478.87815086325,1124398.2241311301,54709563.6637099
552,149519867.52908188,374904.8130002284,234682.36359591584,117432.9674052819,1123958.8093049233,54768742.51761154
553,149461435.16485152,374758.3001993079,234590.64972822258,117387.07460161991,1123519.566202042,54827898.244417064
554,149403025.6359891,374611.84465559,234498.9717023088,117341.1997328656,1123080.494755376,54887030.85316454
555,149344638.93357056,374465.4463466986,234407.32950416754,117295.34279201,1122641.5948978416,54946140.3528885
556,149286275.04867533,374319.1052502663,234315.7231197973,117249.50377204688,1122202.8665623812,55005226.75261997
557,149227933.9723863,374172.8213439345,234224.1525352021,117203.68266597277,1121764.3096819634,55064290.06138641
558,149169615.6957899,374026.5946053533,234132.61773639134,117157.87946678691,1121325.9241895834,55123330.28821177
559,149111320.209976,373880.4250121816,234041.11870937995,117112.09416749129,1120887.710018262,55182347.442116484
560,149053047.50603792,373734.3125420868,233949.65544018833,117066.32676109063,1120449.6671010465,55241341.53211745
561,148994797.57507256,373588.25717274536,233858.2279148423,117020.57724059239,1120011.7953710104,55300312.56722803
562,148936570.4081802,373442.25888184225,233766.8361193732,116974.84559900677,1119574.0947612533,55359260.55645808
563,148878365.9964647,373296.3176470712,233675.48003981775,116929.13182934669,1119136.5652049014,55418185.50881393
564,148820184.3310333,373150.43344613473,233584.15966221818,116883.43592462779,1118699.2066351064,55477087.4332984
565,148762025.40299672,373004.606256744,233492.8749726222,116837.75787786844,1118262.0189850463,55535966.33891077
566,148703889.20346922,372858.8360566189,233401.6259570829,116792.09768208978,1117825.0021879254,55594822.23464683
567,148645775.7235685,372713.12282348797,233310.41260165887,116746.45533031561,1117388.1561769743,55653655.129498824
568,148587684.95441574,372567.46653508855,233219.23489241416,116700.83081557252,1116951.4808854493,55712465.032455504
569,148529616.88713557,372421.8671691666,233128.0928154182,116655.22413088981,1116514.976246633,55771251.95250211
570,148471571.51285607,372276.3247034769,233036.98635674594,116609.63526929946,1116078.642193834,55830015.89862035
571,148413548.82270885,372130.8391157828,232945.91550247773,116564.0642238362,1115642.4786603872,55888756.87978845
572,148355548.80782893,371985.4103838564,232854.88023869938,116518.51098753753,1115206.4855796534,55947474.90498111
573,148297571.45935485,371840.0384854784,232763.8805515021,116472.97555344361,1114770.6628850193,56006169.98316951
574,148239616.76842853,371694.72339843825,232672.91642698259,116427.45791459733,1114335.010509898,56064842.123321354
575,148181684.72619542,371549.46510053414,232581.9878512429,116381.9580640443,1113899.5283877284,56123491.334400825
576,148123775.32380444,371404.2635695728,232491.09481039064,116336.47599483287,1113464.2164519753,56182117.6253686
577,148065888.5524079,371259.11878336984,232400.23729053873,116291.01170001409,1113029.07463613,56240721.005181864
578,148008024.40316162,371114.0307197493,232309.4152778056,116245.56517264173,1112594.102873709,56299301.48279429
579,147950182.86722487,370968.999356544,232218.628758315,116200.13640577227,1112159.3010982557,56357859.06715607
580,147892363.93576035,370824.0246715955,232127.87771819625,116154.72539246488,1111724.669243339,56416393.76721387
581,147834567.59993425,370679.1066427538,232037.162143584,116109.33212578151,1111290.2072425536,56474905.59191089
582,147776793.8509162,370534.24524787784,231946.48202061828,116063.95659878675,1110855.9150295204,56533394.55018681
583,147719042.67987928,370389.440464835,231855.83733544464,116018.59880454795,1110421.7925378864,56591860.65097784
584,147661314.07799998,370244.69227150135,231765.22807421396,115973.25873613513,1109987.8397013242,56650303.903216675
585,147603608.03645828,370100.00064576167,231674.65422308256,115927.93638662106,1109554.0564535325,56708724.31583253
586,147545924.54643762,369955.3655655093,231584.11576821218,115882.63174908116,1109120.442728236,56767121.89775114
587,147488263.59912488,369810.7870086463,231493.61269576996,115837.34481659363,1108686.9984591852,56825496.65789473
588,147430625.18571034,369666.2649530833,231403.14499192845,115792.07558223931,1108253.7235801565,56883848.60518206
589,147373009.29738778,369521.79937673965,231312.7126428656,115746.82403910178,1107820.618024952,56942177.74852838
590,147315415.92535436,369377.39025754324,231222.3156347648,115701.59018026729,1107387.6817274,57000484.096845485
591,147257845.06081074,369233.03757343057,231131.95395381472,115656.37399882484,1106954.9146213548,57058767.659041665
592,147200296.69496098,369088.74130234687,231041.62758620956,115611.1754878661,1106522.3166406958,57117028.44402174
593,147142770.81901258,368944.5014222459,230951.33651814886,115565.99464048544,1106089.887719329,57175266.46068704
594,147085267.4241765,368800.3179110901,230861.08073583758,115520.83144977994,1105657.6277911859,57233481.71793543
595,147027786.50166714,368656.19074685045,230770.86022548602,115475.68590884937,1105225.536790224,57291674.22466128
596,146970328.0427023,368512.11990750657,230680.67497330988,115430.55801079619,1104793.6146504264,57349843.989755504
597,146912892.0385032,368368.1053710467,230590.52496553032,115385.44774872556,1104361.8613058021,57407991.02210553
598,146855478.48029456,368224.1471154677,230500.4101883738,115340.35511574536,1103930.2766903858,57466115.33059531
599,146798087.35930446,368080.245118775,230410.33062807217,115295.28010496614,1103498.860738238,57524216.924105324
600,146740718.66676444,367936.39935898257,230320.28627086274,115250.2227095011,1103067.6133834454,57582295.8115126
601,146683372.39390945,367792.60981411306,230230.2771029881,115205.18292246624,1102636.53456012,57640352.00169067
602,146626048.53197792,367648.87646219775,230140.30311069623,115160.16073698015,1102205.6242023995,57698385.503509626
603,146568747.07221162,367505.1992812763,230050.36428024058,115115.15614616414,1101774.8822444475,57756396.32583607
604,146511468.0058558,367361.5782493972,229960.46059787986,115070.16914314221,1101344.3086204533,57814384.47753315
605,146454211.32415912,367218.0133446173,229870.5920498782,115025.19972104108,1100913.9032646322,57872349.967460535
606,146396977.01837364,367074.50454500224,229780.75862250512,114980.24787299009,1100483.6661112248,57930292.804474466
607,146339765.07975486,366931.0518286261,229690.96030203544,114935.31359212133,1100053.5970944974,57988212.99742769
608,146282575.4995617,366787.65517357143,229601.1970747494,114890.39687156952,1099623.6961487425,58046110.5551695
609,146225408.26905647,366644.31455792964,229511.46892693258,114845.4977044721,1099193.9632082777,58103985.48654575
610,146168263.37950492,366501.0299598004,229421.77584487593,114800.61608396919,1098764.3982074466,58161837.80039882
611,146111140.82217622,366357.8013572921,229332.11781487576,114755.75200320358,1098335.0010806182,58219667.50556763
612,146054040.5883429,366214.6287285217,229242.49482323372,114710.90545532072,1097905.7717621876,58277474.61088766
613,145996962.66928098,366071.5120516146,229152.9068562568,114666.07643346878,1097476.7101865748,58335259.125190936
614,145939907.05626982,365928.4513047048,229063.35390025738,114621.26493079858,1097047.8162882263,58393021.05730602
615,145882873.74059224,365785.4464659349,228973.83594155317,114576.47094046364,1096619.0900016136,58450760.41605803
616,145825862.7135344,365642.49751345604,228884.3529664672,114531.6944556201,1096190.531261234,58508477.21026865
617,145768873.96638596,365499.6044254278,228794.9049613279,114486.93546942685,1095762.1400016109,58566171.44875608
618,145711907.4904399,365356.76718001836,228705.49191246904,114442.1939750454,1095333.9161572922,58623843.140335105
619,145654963.27699262,365213.9857554044,228616.11380622964,114397.46996563996,1094905.8596628523,58681492.293817066
620,145598041.31734398,365071.2601297712,228526.77062895417,114352.76343437738,1094477.9704528905,58739118.91800985
621,145541141.60279715,364928.59028131247,228437.46236699237,114308.07437442723,1094050.2484620323,58796723.02171789
622,145484264.12465876,364785.97618823056,228348.18900669937,114263.40277896171,1093622.6936249284,58854304.61374221
623,145427408.87423885,364643.4178287362,228258.95053443554,114218.74864115569,1093195.305876255,58911863.70288037
624,145370575.8428508,364500.9151810487,228169.7469365667,114174.11195418672,1092768.0851507143,58969400.297926486
625,145313765.02181143,364358.46822339593,228080.57819946387,114129.49271123504,1092341.0313830331,59026914.40767126
626,145256976.4024409,364216.0769340142,227991.4443095035,114084.89090548348,1091914.1445079646,59084406.040901944
627,145200209.97606283,364073.7412911484,227902.34525306735,114040.30653011761,1091487.4244602872,59141875.20640236
628,145143465.7340042,363931.46127305186,227813.28101654246,113995.73957832565,1091060.8711748046,59199321.9129529
629,145086743.66759536,363789.23685798637,227724.2515863212,113951.19004329844,1090634.4845863462,59256746.16933052
630,145030043.76817006,363647.0680242223,227635.25694880125,113906.65791822952,1090208.2646297666,59314147.98430875
631,144973366.02706546,363504.9547500384,227546.29709038566,113862.14319631507,1089782.2112399463,59371527.36665768
632,144916710.43562207,363362.8970137221,227457.37199748275,113817.64587075394,1089356.3243517908,59428884.32514399
633,144860076.98518384,363220.8947935691,227368.48165650613,113773.16593474767,1088930.6039002314,59486218.86853093
634,144803465.66709802,363078.9480678838,227279.6260538748,113728.70338150037,1088505.0498202248,59543531.00557831
635,144746876.47271532,362937.05681497883,227190.80517601292,113684.25820421887,1088079.6620467526,59600820.74504253
636,144690309.3933898,362795.22101317556,227102.01900935013,113639.83039611267,1087654.4405148225,59658088.09567657
637,144633764.42047885,362653.4406408036,227013.26754032128,113595.41995039387,1087229.385159467,59715333.066229984
638,144577241.54534334,362511.71567620116,226924.5507553665,113551.02686027726,1086804.4959157447,59772555.665448904
639,144520740.7593474,362370.0460977149,226835.86864093132,113506.65111898025,1086379.7727187388,59829755.90207605
640,144464262.05385867,362228.43188369996,226747.22118346643,113462.29271972296,1085955.2155035585,59886933.784850724
641,144407805.42024803,362086.8730125198,226658.60836942794,113417.95165572809,1085530.824205338,59944089.322508805
642,144351370.84988979,361945.3694625465,226570.03018527717,113373.62792022103,1085106.598759237,60001222.52378277
643,144294958.33416164,361803.92121216055,226481.48661748075,113329.32150642981,1084682.5391004402,60058333.397401676
644,144238567.86444464,361662.5282397508,226392.97765251066,113285.0324075851,1084258.6451641582,60115421.95209117
645,144182199.4321232,361521.19052371476,226304.50327684404,113240.76061692022,1083834.9168856267,60172488.196573496
646,144125853.02858514,361379.90804245806,226216.06347696346,113196.50612767112,1083411.3542001066,60229532.13956748
647,144069528.64522156,361238.68077439506,226127.65823935668,113152.26893307643,1082987.9570428838,60286553.78978854
648,144013226.273427,361097.5086979484,226039.28755051675,113108.04902637738,1082564.7253492703,60343553.15594869
649,143956945.90459937,360956.3917915493,225950.951396942,113063.84640081789,1082141.6590546027,60400530.246756546
650,143900687.53013986,360815.3300336371,225862.64976513607,113019.66104964443,1081718.758094243,60457485.070917316
651,143844451.1414531,360674.32340265997,225774.38264160784,112975.49296610623,1081296.0224035787,60514417.6371328
652,143788236.729947,360533.37187707424,225686.15001287148,112931.34214345508,1080873.4519180225,60571327.95410141
653,143732044.28703293,360392.4754353447,225597.95186544646,112887.20857494541,1080451.046573012,60628216.03051815
654,143675873.80412555,360251.6340559445,225509.78818585747,112843.09225383433,1080028.8063040103,60685081.875074625
655,143619725.27264288,360110.8477173555,225421.65896063444,112798.99317338153,1079606.731046506,60741925.496459045
656,143563598.68400633,359970.1163980675,225333.56417631262,112754.91132684937,1079184.8207360122,60798746.90335623
657,143507494.02964061,359829.4400765791,225245.50381943252,112710.84670750285,1078763.0753080677,60855546.1044476
658,143451411.30097383,359688.81873139716,225157.47787653987,112666.79930860955,1078341.4946982367,60912323.108411185
659,143395350.4894374,359548.2523410369,225069.4863341857,112622.76912343974,1077920.078842108,60969077.92392162
660,143339311.58646613,359407.74088402203,224981.52917892628,112578.75614526629,1077498.8276752958,61025810.55965015
661,143283294.58349815,359267.2843388845,224893.60639732316,112534.76036736471,1077077.7411334396,61082521.02426464
662,143227299.4719749,359126.8826841649,224805.7179759431,112490.78178301314,1076656.819152204,61139209.32642956
663,143171326.24334127,358986.53589841194,224717.8639013581,112446.82038549235,1076236.0616672789,61195875.474805996
664,143115374.88904536,358846.2439601828,224630.04416014545,112402.8761680857,1075815.4686143787,61252519.47805164
665,143059445.4005387,358706.0068480432,224542.25873888767,112358.94912407921,1075395.0399292437,61309141.34482082
666,143003537.76927617,358565.82454056694,224454.5076241725,112315.03924676153,1074974.775547639,61365741.08376446
667,142947651.98671594,358425.6970163365,224366.79080259294,112271.14652942389,1074554.6754053545,61422318.703530125
668,142891788.04431954,358285.6242539425,224279.10826074728,112227.27096536018,1074134.7394382057,61478874.21276198
669,142835945.93355182,358145.6062319841,224191.45998523897,112183.4125478669,1073714.9675820328,61535407.62010083
670,142780125.645881,358005.64292906865,224103.84596267674,112139.57127024319,1073295.3597727013,61591918.9341841
671,142724327.17277858,357865.73432381195,224016.26617967454,112095.74712579077,1072875.9159461018,61648408.16364582
672,142668550.50571945,357725.8803948382,223928.7206228515,112051.94010781402,1072456.6360381497,61704875.31711666
673,142612795.63618183,357586.0811207799,223841.2092788321,112008.1502096199,1072037.5199847857,61761320.40322393
674,142557062.55564722,357446.33648027794,223753.73213424595,111964.37742451797,1071618.5677219753,61817743.43059155
675,142501351.25560048,357306.64645198145,223666.2891757279,111920.62174582048,1071199.7791857093,61874144.40784008
676,142445661.7275298,357167.011014548,223578.88038991802,111876.88316684222,1070781.1543120032,61930523.3435867
677,142389993.9629267,357027.43014664354,223491.50576346164,111833.16168090061,1070362.6930368978,61986880.24644522
