time, Susceptible, Socially_distanced, Exposed, Infectious, Hospitalized, Isolation_treated, Recovered, R0SD
6867,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.379859682796437e-154,154604691.74999985,0.0
6868,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.254603910017677e-154,154604691.74999985,0.0
6869,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.135940546332536e-154,154604691.74999985,0.0
6870,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.02352262284135e-154,154604691.74999985,0.0
6871,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.9170214321654896e-154,154604691.74999985,0.0
6872,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.8161255673146745e-154,154604691.74999985,0.0
6873,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.720540011140218e-154,154604691.74999985,0.0
6874,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.6299852737117855e-154,154604691.74999985,0.0
6875,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.5441965750953758e-154,154604691.74999985,0.0
6876,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.4629230711429876e-154,154604691.74999985,0.0
6877,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.3859271200301988e-154,154604691.74999985,0.0
6878,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.3129835873970304e-154,154604691.74999985,0.0
6879,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.2438791880603446e-154,154604691.74999985,0.0
6880,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.1784118623729581e-154,154604691.74999985,0.0
6881,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.1163901854059603e-154,154604691.74999985,0.0
6882,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.0576328072266992e-154,154604691.74999985,0.0
6883,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.0019679226358204e-154,154604691.74999985,0.0
6884,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.492327688128824e-155,154604691.74999985,0.0
6885,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.992731494016781e-155,154604691.74999985,0.0
6886,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.51942983643695e-155,154604691.74999985,0.0
6887,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.071038792413953e-155,154604691.74999985,0.0
6888,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.646247277023746e-155,154604691.74999985,0.0
6889,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.24381320981197e-155,154604691.74999985,0.0
6890,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.862559882979761e-155,154604691.74999985,0.0
6891,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.501372520717668e-155,154604691.74999985,0.0
6892,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.1591950196272644e-155,154604691.74999985,0.0
6893,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.835026860699514e-155,154604691.74999985,0.0
6894,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.5279201838205915e-155,154604691.74999985,0.0
6895,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.2369770162510866e-155,154604691.74999985,0.0
6896,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.961346646974713e-155,154604691.74999985,0.0
6897,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.700223139239202e-155,154604691.74999985,0.0
6898,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.452842974016086e-155,154604691.74999985,0.0
6899,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.218482817488924e-155,154604691.74999985,0.0
6900,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.996457406042139e-155,154604691.74999985,0.0
6901,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.786117542566237e-155,154604691.74999985,0.0
6902,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.586848198220645e-155,154604691.74999985,0.0
6903,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.398066714103769e-155,154604691.74999985,0.0
6904,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.2192210975719918e-155,154604691.74999985,0.0
6905,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.0497884082260976e-155,154604691.74999985,0.0
6906,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.8892732288457768e-155,154604691.74999985,0.0
6907,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.737206216801262e-155,154604691.74999985,0.0
6908,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.593142731706459e-155,154604691.74999985,0.0
6909,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.456661535300856e-155,154604691.74999985,0.0
6910,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.3273635597587057e-155,154604691.74999985,0.0
6911,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.204870740824037e-155,154604691.74999985,0.0
6912,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.088824912359614e-155,154604691.74999985,0.0
6913,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.9788867590775292e-155,154604691.74999985,0.0
6914,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.874734824389238e-155,154604691.74999985,0.0
6915,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.776064570474015e-155,154604691.74999985,0.0
6916,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.682587487817488e-155,154604691.74999985,0.0
6917,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.5940302516165676e-155,154604691.74999985,0.0
6918,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.5101339225841167e-155,154604691.74999985,0.0
6919,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.4306531898165316e-155,154604691.74999985,0.0
6920,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.3553556535103983e-155,154604691.74999985,0.0
6921,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.2840211454309036e-155,154604691.74999985,0.0
6922,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.2164410851450666e-155,154604691.74999985,0.0
6923,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.1524178701374316e-155,154604691.74999985,0.0
6924,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.0917642980249353e-155,154604691.74999985,0.0
6925,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.0343030191815177e-155,154604691.74999985,0.0
6926,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.798660181719642e-156,154604691.74999985,0.0
6927,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.282941224787029e-156,154604691.74999985,0.0
6928,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.79436537085087e-156,154604691.74999985,0.0
6929,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.331504035542929e-156,154604691.74999985,0.0
6930,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.893003823145933e-156,154604691.74999985,0.0
6931,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.477582569296147e-156,154604691.74999985,0.0
6932,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.084025591964771e-156,154604691.74999985,0.0
6933,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.711182139756099e-156,154604691.74999985,0.0
6934,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.357962027137357e-156,154604691.74999985,0.0
6935,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.023332446761707e-156,154604691.74999985,0.0
6936,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.706314949563723e-156,154604691.74999985,0.0
6937,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.405982583797211e-156,154604691.74999985,0.0
6938,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.12145718464999e-156,154604691.74999985,0.0
6939,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.851906806510517e-156,154604691.74999985,0.0
6940,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.5965432903783844e-156,154604691.74999985,0.0
6941,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.3546199593058376e-156,154604691.74999985,0.0
6942,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.125429435131846e-156,154604691.74999985,0.0
6943,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.908301570124907e-156,154604691.74999985,0.0
6944,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.702601487486754e-156,154604691.74999985,0.0
6945,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.507727724987451e-156,154604691.74999985,0.0
6946,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.3231104763039007e-156,154604691.74999985,0.0
6947,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.148209924919485e-156,154604691.74999985,0.0
6948,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.9825146657131963e-156,154604691.74999985,0.0
6949,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.825540209623028e-156,154604691.74999985,0.0
6950,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.67682756701129e-156,154604691.74999985,0.0
6951,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.535941905589643e-156,154604691.74999985,0.0
6952,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.4024712789796616e-156,154604691.74999985,0.0
6953,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.2760254221912583e-156,154604691.74999985,0.0
6954,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.1562346104969816e-156,154604691.74999985,0.0
6955,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.0427485783655615e-156,154604691.74999985,0.0
6956,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.9352354952936898e-156,154604691.74999985,0.0
6957,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.8333809955413904e-156,154604691.74999985,0.0
6958,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.7368872589339488e-156,154604691.74999985,0.0
6959,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.6454721400426883e-156,154604691.74999985,0.0
6960,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.5588683431983363e-156,154604691.74999985,0.0
6961,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.4768226409247396e-156,154604691.74999985,0.0
6962,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.399095133507648e-156,154604691.74999985,0.0
6963,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.3254585475335613e-156,154604691.74999985,0.0
6964,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.2556975713475844e-156,154604691.74999985,0.0
6965,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.1896082254871852e-156,154604691.74999985,0.0
6966,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.1269972662510176e-156,154604691.74999985,0.0
6967,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.0676816206588587e-156,154604691.74999985,0.0
6968,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.0114878511504978e-156,154604691.74999985,0.0
6969,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.582516484583663e-157,154604691.74999985,0.0
6970,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.078173511710839e-157,154604691.74999985,0.0
6971,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.600374905831321e-157,154604691.74999985,0.0
6972,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.147723594998094e-157,154604691.74999985,0.0
6973,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.718896037366615e-157,154604691.74999985,0.0
6974,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.312638351189425e-157,154604691.74999985,0.0
6975,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.927762648495245e-157,154604691.74999985,0.0
6976,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.563143561732338e-157,154604691.74999985,0.0
6977,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.21771495322011e-157,154604691.74999985,0.0
6978,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.890466797787472e-157,154604691.74999985,0.0
6979,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.580442229482869e-157,154604691.74999985,0.0
6980,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.286734743720612e-157,154604691.74999985,0.0
6981,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.0084855466826856e-157,154604691.74999985,0.0
6982,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.744881044225702e-157,154604691.74999985,0.0
6983,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.495150462950665e-157,154604691.74999985,0.0
6984,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.258563596479577e-157,154604691.74999985,0.0
6985,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.034428670349073e-157,154604691.74999985,0.0
6986,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.8220903192780694e-157,154604691.74999985,0.0
6987,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.620927670895013e-157,154604691.74999985,0.0
6988,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.4303525303215914e-157,154604691.74999985,0.0
6989,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.249807660304666e-157,154604691.74999985,0.0
6990,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.0787651518675785e-157,154604691.74999985,0.0
6991,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.9167248807166536e-157,154604691.74999985,0.0
6992,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.7632130448894613e-157,154604691.74999985,0.0
6993,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.6177807793689632e-157,154604691.74999985,0.0
6994,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.480002843612702e-157,154604691.74999985,0.0
6995,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.349476378159402e-157,154604691.74999985,0.0
6996,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.2258197266773284e-157,154604691.74999985,0.0
6997,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.1086713200101005e-157,154604691.74999985,0.0
6998,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.9976886189569373e-157,154604691.74999985,0.0
6999,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.892547112696046e-157,154604691.74999985,0.0
7000,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.7929393699225697e-157,154604691.74999985,0.0
7001,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.698574139926645e-157,154604691.74999985,0.0
7002,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.6091755009831372e-157,154604691.74999985,0.0
7003,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.524482053562972e-157,154604691.74999985,0.0
7004,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.444246156007026e-157,154604691.74999985,0.0
7005,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.368233200427709e-157,154604691.74999985,0.0
7006,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.2962209267209875e-157,154604691.74999985,0.0
7007,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.2279987726830408e-157,154604691.74999985,0.0
7008,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.1633672583313018e-157,154604691.74999985,0.0
7009,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.1021374026296544e-157,154604691.74999985,0.0
7010,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.0441301709123042e-157,154604691.74999985,0.0
7011,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.891759513906039e-158,154604691.74999985,0.0
7012,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.371140592121512e-158,154604691.74999985,0.0
7013,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.87792266622038e-158,154604691.74999985,0.0
7014,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.41066357852457e-158,154604691.74999985,0.0
7015,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.967997074391699e-158,154604691.74999985,0.0
7016,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.548628807318451e-158,154604691.74999985,0.0
7017,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.15133255430169e-158,154604691.74999985,0.0
7018,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.774946630391075e-158,154604691.74999985,0.0
7019,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.41837049194944e-158,154604691.74999985,0.0
7020,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.080561518688943e-158,154604691.74999985,0.0
7021,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.7605319650737356e-158,154604691.74999985,0.0
7022,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.457346072175118e-158,154604691.74999985,0.0
7023,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.170117331534322e-158,154604691.74999985,0.0
7024,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.898005893032516e-158,154604691.74999985,0.0
7025,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.640216109188699e-158,154604691.74999985,0.0
7026,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.3959942087050836e-158,154604691.74999985,0.0
7027,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.164626092457447e-158,154604691.74999985,0.0
7028,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.945435245486003e-158,154604691.74999985,0.0
7029,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.737780758881476e-158,154604691.74999985,0.0
7030,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.541055455782451e-158,154604691.74999985,0.0
7031,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.3546841160044274e-158,154604691.74999985,0.0
7032,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.1781217941094575e-158,154604691.74999985,0.0
7033,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.0108522259984334e-158,154604691.74999985,0.0
7034,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.852386319366937e-158,154604691.74999985,0.0
7035,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.7022607236107825e-158,154604691.74999985,0.0
7036,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.5600364749996885e-158,154604691.74999985,0.0
7037,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.4252977131575995e-158,154604691.74999985,0.0
7038,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.297650465096673e-158,154604691.74999985,0.0
7039,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.1767214932494796e-158,154604691.74999985,0.0
7040,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.062157204131086e-158,154604691.74999985,0.0
7041,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.953622614439976e-158,154604691.74999985,0.0
7042,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.850800371574714e-158,154604691.74999985,0.0
7043,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.7533898257023609e-158,154604691.74999985,0.0
7044,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.6611061506653945e-158,154604691.74999985,0.0
7045,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.5736795111566895e-158,154604691.74999985,0.0
7046,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.49085427372739e-158,154604691.74999985,0.0
7047,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.4123882593206852e-158,154604691.74999985,0.0
7048,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.3380520351459122e-158,154604691.74999985,0.0
7049,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.2676282438224431e-158,154604691.74999985,0.0
7050,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.2009109678317882e-158,154604691.74999985,0.0
7051,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.1377051274195888e-158,154604691.74999985,0.0
7052,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.0778259101869789e-158,154604691.74999985,0.0
7053,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.0210982307034536e-158,154604691.74999985,0.0
7054,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.673562185611666e-159,154604691.74999985,0.0
7055,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.164427333737367e-159,154604691.74999985,0.0
7056,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.682089053014348e-159,154604691.74999985,0.0
7057,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.225136997592541e-159,154604691.74999985,0.0
7058,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.792235050350828e-159,154604691.74999985,0.0
7059,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.382117416121837e-159,154604691.74999985,0.0
7060,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.993584920536477e-159,154604691.74999985,0.0
7061,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.625501503666136e-159,154604691.74999985,0.0
7062,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.276790898210023e-159,154604691.74999985,0.0
7063,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.946433482514759e-159,154604691.74999985,0.0
7064,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.633463299224509e-159,154604691.74999985,0.0
7065,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.336965230844272e-159,154604691.74999985,0.0
7066,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.056072323957731e-159,154604691.74999985,0.0
7067,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.789963254275745e-159,154604691.74999985,0.0
7068,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.5378599251033374e-159,154604691.74999985,0.0
7069,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.2990251922031617e-159,154604691.74999985,0.0
7070,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.0727607084029955e-159,154604691.74999985,0.0
7071,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.858404881644943e-159,154604691.74999985,0.0
7072,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.6553309405057356e-159,154604691.74999985,0.0
7073,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.4629451015317496e-159,154604691.74999985,0.0
7074,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.2806848330300786e-159,154604691.74999985,0.0
7075,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.108017210239022e-159,154604691.74999985,0.0
7076,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.944437357068547e-159,154604691.74999985,0.0
7077,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.789466969854413e-159,154604691.74999985,0.0
7078,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.642652918809444e-159,154604691.74999985,0.0
7079,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.503565923082631e-159,154604691.74999985,0.0
7080,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.371799295551966e-159,154604691.74999985,0.0
7081,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.2469677536808099e-159,154604691.74999985,0.0
7082,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.1287062929607672e-159,154604691.74999985,0.0
7083,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,2.0166691196470425e-159,154604691.74999985,0.0
7084,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.9105286396656192e-159,154604691.74999985,0.0
7085,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.80997450073585e-159,154604691.74999985,0.0
7086,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.7147126849076472e-159,154604691.74999985,0.0
7087,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.6244646488598763e-159,154604691.74999985,0.0
7088,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.5389665094461986e-159,154604691.74999985,0.0
7089,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.457968272106925e-159,154604691.74999985,0.0
7090,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.381233099890771e-159,154604691.74999985,0.0
7091,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.3085366209491515e-159,154604691.74999985,0.0
7092,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.2396662724781436e-159,154604691.74999985,0.0
7093,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.1744206791898204e-159,154604691.74999985,0.0
7094,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.1126090644956193e-159,154604691.74999985,0.0
7095,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,1.0540506926800605e-159,154604691.74999985,0.0
7096,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.985743404337415e-160,154604691.74999985,0.0
7097,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,9.460177962003867e-160,154604691.74999985,0.0
7098,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.962273858740506e-160,154604691.74999985,0.0
7099,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.490575234596268e-160,154604691.74999985,0.0
7100,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,8.043702853828044e-160,154604691.74999985,0.0
7101,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.62035007204762e-160,154604691.74999985,0.0
7102,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,7.219279015624062e-160,154604691.74999985,0.0
7103,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.839316962170164e-160,154604691.74999985,0.0
7104,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.479352911529629e-160,154604691.74999985,0.0
7105,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,6.138334337238596e-160,154604691.74999985,0.0
7106,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.81526410896288e-160,154604691.74999985,0.0
7107,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.509197576912202e-160,154604691.74999985,0.0
7108,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,5.219239809706297e-160,154604691.74999985,0.0
7109,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.944542977616492e-160,154604691.74999985,0.0
7110,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.684303873531414e-160,154604691.74999985,0.0
7111,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.4377615643981816e-160,154604691.74999985,0.0
7112,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,4.2041951662719614e-160,154604691.74999985,0.0
7113,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.982921736468174e-160,154604691.74999985,0.0
7114,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.7732942766540595e-160,154604691.74999985,0.0
7115,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.574699841040688e-160,154604691.74999985,0.0
7116,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.38655774414381e-160,154604691.74999985,0.0
7117,0.0,185206049.11013284,1.5e-323,1e-323,5e-324,3.208317862873083e-160,154604691.74999985,0.0
