time, Susceptible, Socially_distanced, Border_closed, Exposed, Infectious, Hospitalized, Isolation_treated, Recovered, R0SD, R0BC
1230,0.0,177928420.52962685,7583611.396777609,2.5276974860840155e-84,4.212829143473359e-84,3.0638757407078983e-84,5.107814830570465e-22,154604691.7500001,0.0,1.10676e-319
1231,0.0,177928420.52962685,7583611.396777609,2.132744753883388e-84,3.5545745898056467e-84,2.585145156222289e-84,4.838982471066756e-22,154604691.7500001,0.0,6.0874e-320
1232,0.0,177928420.52962685,7583611.396777609,1.7995033860891086e-84,2.9991723101485142e-84,2.181216225562556e-84,4.584299183115874e-22,154604691.7500001,0.0,3.3483e-320
1233,0.0,177928420.52962685,7583611.396777609,1.5183309820126855e-84,2.530551636687809e-84,1.8404011903184065e-84,4.343020278741355e-22,154604691.7500001,0.0,1.8414e-320
1234,0.0,177928420.52962685,7583611.396777609,1.2810917660732034e-84,2.1351529434553388e-84,1.5528385043311555e-84,4.114440264070757e-22,154604691.7500001,0.0,1.013e-320
1235,0.0,177928420.52962685,7583611.396777609,1.0809211776242653e-84,1.8015352960404421e-84,1.3102074880294125e-84,3.8978907764880856e-22,154604691.7500001,0.0,5.573e-321
1236,0.0,177928420.52962685,7583611.396777609,9.120272436204738e-85,1.520045406034123e-84,1.105487568024817e-84,3.6927386303571337e-22,154604691.7500001,0.0,3.063e-321
1237,0.0,177928420.52962685,7583611.396777609,7.695229868047748e-85,1.2825383113412913e-84,9.327551355209392e-85,3.498383965601495e-22,154604691.7500001,0.0,1.685e-321
1238,0.0,177928420.52962685,7583611.396777609,6.492850201165288e-85,1.0821417001942145e-84,7.870121455957924e-85,3.314258493727732e-22,154604691.7500001,0.0,9.3e-322
1239,0.0,177928420.52962685,7583611.396777609,5.478342357233211e-85,9.130570595388685e-85,6.640414978464498e-85,3.139823836163115e-22,154604691.7500001,0.0,5.1e-322
1240,0.0,177928420.52962685,7583611.396777609,4.622351363915522e-85,7.703918939859203e-85,5.60285013807942e-85,2.9745699500492664e-22,154604691.7500001,0.0,2.8e-322
1241,0.0,177928420.52962685,7583611.396777609,3.9001089633037216e-85,6.500181605506203e-85,4.727404804004511e-85,2.818013636888779e-22,154604691.7500001,0.0,1.53e-322
1242,0.0,177928420.52962685,7583611.396777609,3.290716937787515e-85,5.484528229645859e-85,3.988747803378806e-85,2.6696971296841065e-22,154604691.7500001,0.0,8.4e-323
1243,0.0,177928420.52962685,7583611.396777609,2.7765424162582157e-85,4.627570693763694e-85,3.365505959100868e-85,2.529186754437575e-22,154604691.7500001,0.0,4.4e-323
1244,0.0,177928420.52962685,7583611.396777609,2.3427076637178693e-85,3.904512772863117e-85,2.839645652991357e-85,2.3960716620987553e-22,154604691.7500001,0.0,2.5e-323
1245,0.0,177928420.52962685,7583611.396777609,1.9766595912619524e-85,3.2944326521032546e-85,2.3959510197114578e-85,2.2699626272514523e-22,154604691.7500001,0.0,1.5e-323
1246,0.0,177928420.52962685,7583611.396777609,1.6678065301272724e-85,2.779677550212121e-85,2.0215836728815427e-85,2.150490910027692e-22,154604691.7500001,0.0,1e-323
1247,0.0,177928420.52962685,7583611.396777609,1.4072117597948862e-85,2.3453529329914772e-85,1.7057112239938017e-85,2.0373071779209712e-22,154604691.7500001,0.0,5e-324
1248,0.0,177928420.52962685,7583611.396777609,1.1873349223269353e-85,1.9788915372115588e-85,1.4391938452447703e-85,1.9300804843461833e-22,154604691.7500001,0.0,5e-324
1249,0.0,177928420.52962685,7583611.396777609,1.0018138407133516e-85,1.6696897345222527e-85,1.2143198069252748e-85,1.8284973009595421e-22,154604691.7500001,0.0,5e-324
1250,0.0,177928420.52962685,7583611.396777609,8.452804281018904e-86,1.4088007135031507e-85,1.0245823370932005e-85,1.73226060090904e-22,154604691.7500001,0.0,5e-324
1251,0.0,177928420.52962685,7583611.396777609,7.1320536121097e-86,1.1886756020182834e-85,8.644913469223878e-86,1.64108899033488e-22,154604691.7500001,0.0,5e-324
1252,0.0,177928420.52962685,7583611.396777609,6.01767023521756e-86,1.0029450392029266e-85,7.294145739657648e-86,1.5547158855804127e-22,154604691.7500001,0.0,5e-324
1253,0.0,177928420.52962685,7583611.396777609,5.0774092609648165e-86,8.462348768274693e-86,6.1544354678361405e-86,1.4728887337077593e-22,154604691.7500001,0.0,5e-324
1254,0.0,177928420.52962685,7583611.396777609,4.284064063939064e-86,7.140106773231773e-86,5.192804925986744e-86,1.39536827403893e-22,154604691.7500001,0.0,5e-324
1255,0.0,177928420.52962685,7583611.396777609,3.6146790539485856e-86,6.024465089914309e-86,4.381429156301315e-86,1.3219278385631967e-22,154604691.7500001,0.0,5e-324
1256,0.0,177928420.52962685,7583611.396777609,3.049885451769119e-86,5.0831424196151984e-86,3.696830850629235e-86,1.2523526891651336e-22,154604691.7500001,0.0,5e-324
1257,0.0,177928420.52962685,7583611.396777609,2.5733408499301942e-86,4.288901416550323e-86,3.119201030218417e-86,1.1864393897353898e-22,154604691.7500001,0.0,5e-324
1258,0.0,177928420.52962685,7583611.396777609,2.1712563421286013e-86,3.6187605702143354e-86,2.6318258692467893e-86,1.1239952113282642e-22,154604691.7500001,0.0,5e-324
1259,0.0,177928420.52962685,7583611.396777609,1.8319975386710073e-86,3.0533292311183455e-86,2.2206030771769785e-86,1.0648375686267766e-22,154604691.7500001,0.0,5e-324
1260,0.0,177928420.52962685,7583611.396777609,1.5457479232536624e-86,2.576246538756104e-86,1.8736338463680758e-86,1.0087934860674726e-22,154604691.7500001,0.0,5e-324
1261,0.0,177928420.52962685,7583611.396777609,1.3042248102452776e-86,2.1737080170754626e-86,1.5808785578730639e-86,9.556990920639214e-23,154604691.7500001,0.0,5e-324
1262,0.0,177928420.52962685,7583611.396777609,1.1004396836444529e-86,1.8340661394074215e-86,1.3338662832053976e-86,9.053991398500307e-23,154604691.7500001,0.0,5e-324
1263,0.0,177928420.52962685,7583611.396777609,9.284959830750072e-87,1.547493305125012e-86,1.125449676454554e-86,8.577465535421344e-23,154604691.7500001,0.0,5e-324
1264,0.0,177928420.52962685,7583611.396777609,7.834184857195373e-87,1.3056974761992287e-86,9.4959816450853e-87,8.126019980925484e-23,154604691.7500001,0.0,5e-324
1265,0.0,177928420.52962685,7583611.396777609,6.610093473258596e-87,1.1016822455430992e-86,8.012234513040722e-87,7.698334718771511e-23,154604691.7500001,0.0,5e-324
1266,0.0,177928420.52962685,7583611.396777609,5.57726636806194e-87,9.2954439467699e-87,6.760322870378109e-87,7.293159207257221e-23,154604691.7500001,0.0,5e-324
1267,0.0,177928420.52962685,7583611.396777609,4.705818498052261e-87,7.843030830087103e-87,5.704022421881529e-87,6.909308722664736e-23,154604691.7500001,0.0,5e-324
1268,0.0,177928420.52962685,7583611.396777609,3.9705343577315956e-87,6.617557262885993e-87,4.81276891846254e-87,6.545660895156066e-23,154604691.7500001,0.0,5e-324
1269,0.0,177928420.52962685,7583611.396777609,3.350138364336034e-87,5.583563940560056e-87,4.060773774952768e-87,6.201152426989956e-23,154604691.7500001,0.0,5e-324
1270,0.0,177928420.52962685,7583611.396777609,2.8266792449085287e-87,4.7111320748475475e-87,3.426277872616398e-87,5.874775983464169e-23,154604691.7500001,0.0,5e-324
1271,0.0,177928420.52962685,7583611.396777609,2.3850106128915712e-87,3.975017688152618e-87,2.890921955020086e-87,5.565577247492371e-23,154604691.7500001,0.0,5e-324
1272,0.0,177928420.52962685,7583611.396777609,2.0123527046272634e-87,3.3539211743787715e-87,2.4392153995481974e-87,5.2726521292032983e-23,154604691.7500001,0.0,5e-324
1273,0.0,177928420.52962685,7583611.396777609,1.6979225945292534e-87,2.8298709908820887e-87,2.0580879933687913e-87,4.9951441224031246e-23,154604691.7500001,0.0,5e-324
1274,0.0,177928420.52962685,7583611.396777609,1.4326221891340575e-87,2.3877036485567623e-87,1.736511744404918e-87,4.7322418001713815e-23,154604691.7500001,0.0,5e-324
1275,0.0,177928420.52962685,7583611.396777609,1.208774972081861e-87,2.0146249534697683e-87,1.4651817843416495e-87,4.483176442267625e-23,154604691.7500001,0.0,5e-324
1276,0.0,177928420.52962685,7583611.396777609,1.01990388269407e-87,1.699839804490117e-87,1.236247130538267e-87,4.247219787411434e-23,154604691.7500001,0.0,5e-324
1277,0.0,177928420.52962685,7583611.396777609,8.605439010231217e-88,1.434239835038536e-87,1.0430835163916627e-87,4.0236819038634637e-23,154604691.7500001,0.0,5e-324
1278,0.0,177928420.52962685,7583611.396777609,7.260839164882589e-88,1.2101398608137648e-87,8.801017169554653e-88,3.8119091720811763e-23,154604691.7500001,0.0,5e-324
1279,0.0,177928420.52962685,7583611.396777609,6.126333045369684e-88,1.021055507561614e-87,7.425858236811738e-88,3.611282373550588e-23,154604691.7500001,0.0,5e-324
1280,0.0,177928420.52962685,7583611.396777609,5.169093507030671e-88,8.615155845051117e-88,6.265567887309904e-88,3.4212148802058207e-23,154604691.7500001,0.0,5e-324
1281,0.0,177928420.52962685,7583611.396777609,4.3614226465571286e-88,7.26903774426188e-88,5.286572904917732e-88,3.2411509391423564e-23,154604691.7500001,0.0,5e-324
1282,0.0,177928420.52962685,7583611.396777609,3.679950358032577e-88,6.133250596720962e-88,4.4605458885243355e-88,3.0705640476085483e-23,154604691.7500001,0.0,5e-324
1283,0.0,177928420.52962685,7583611.396777609,3.104958114589987e-88,5.174930190983312e-88,3.7635855934424083e-88,2.908955413523888e-23,154604691.7500001,0.0,5e-324
1284,0.0,177928420.52962685,7583611.396777609,2.6198084091853014e-88,4.3663473486421695e-88,3.175525344467032e-88,2.755852497022631e-23,154604691.7500001,0.0,5e-324
1285,0.0,177928420.52962685,7583611.396777609,2.210463345250098e-88,3.6841055754168305e-88,2.679349509394058e-88,2.610807628758282e-23,154604691.7500001,0.0,5e-324
1286,0.0,177928420.52962685,7583611.396777609,1.8650784475547702e-88,3.108464079257951e-88,2.2607011485512368e-88,2.4733967009288987e-23,154604691.7500001,0.0,5e-324
1287,0.0,177928420.52962685,7583611.396777609,1.5736599401243372e-88,2.622766566873896e-88,1.907466594090106e-88,2.343217927195799e-23,154604691.7500001,0.0,5e-324
1288,0.0,177928420.52962685,7583611.396777609,1.3277755744799094e-88,2.2129592907998496e-88,1.6094249387635268e-88,2.219890667869704e-23,154604691.7500001,0.0,5e-324
1289,0.0,177928420.52962685,7583611.396777609,1.1203106409674236e-88,1.8671844016123732e-88,1.3579522920817258e-88,2.1030543169291934e-23,154604691.7500001,0.0,5e-324
1290,0.0,177928420.52962685,7583611.396777609,9.452621033162636e-89,1.5754368388604398e-88,1.1457722464439562e-88,1.9923672476171306e-23,154604691.7500001,0.0,5e-324
1291,0.0,177928420.52962685,7583611.396777609,7.975648996730974e-89,1.329274832788496e-88,9.66745332937088e-89,1.8875058135320186e-23,154604691.7500001,0.0,5e-324
1292,0.0,177928420.52962685,7583611.396777609,6.729453840991759e-89,1.1215756401652935e-88,8.15691374665668e-89,1.7881634022934913e-23,154604691.7500001,0.0,5e-324
1293,0.0,177928420.52962685,7583611.396777609,5.677976678336797e-89,9.463294463894663e-89,6.882395973741573e-89,1.6940495390148866e-23,154604691.7500001,0.0,5e-324
1294,0.0,177928420.52962685,7583611.396777609,4.790792822346672e-89,7.984654703911121e-89,5.8070216028444524e-89,1.6048890369614715e-23,154604691.7500001,0.0,5e-324
1295,0.0,177928420.52962685,7583611.396777609,4.0422314438550046e-89,6.737052406425009e-89,4.8996744774000066e-89,1.5204211929108676e-23,154604691.7500001,0.0,5e-324
1296,0.0,177928420.52962685,7583611.396777609,3.41063278075266e-89,5.684387967921101e-89,4.134100340306255e-89,1.4403990248629273e-23,154604691.7500001,0.0,5e-324
1297,0.0,177928420.52962685,7583611.396777609,2.877721408760057e-89,4.796202347933429e-89,3.488147162133403e-89,1.3645885498701417e-23,154604691.7500001,0.0,5e-324
1298,0.0,177928420.52962685,7583611.396777609,2.4280774386412982e-89,4.046795731068831e-89,2.943124168050059e-89,1.2927680998769764e-23,154604691.7500001,0.0,5e-324
1299,0.0,177928420.52962685,7583611.396777609,2.0486903388535955e-89,3.414483898089326e-89,2.483261016792237e-89,1.2247276735676618e-23,154604691.7500001,0.0,5e-324
1300,0.0,177928420.52962685,7583611.396777609,1.7285824734077212e-89,2.8809707890128686e-89,2.0952514829184498e-89,1.1602683223272586e-23,154604691.7500001,0.0,5e-324
1301,0.0,177928420.52962685,7583611.396777609,1.4584914619377648e-89,2.430819103229608e-89,1.767868438712442e-89,1.0992015685205608e-23,154604691.7500001,0.0,5e-324
1302,0.0,177928420.52962685,7583611.396777609,1.230602171009989e-89,2.0510036183499818e-89,1.491638995163623e-89,1.0413488543878997e-23,154604691.7500001,0.0,5e-324
1303,0.0,177928420.52962685,7583611.396777609,1.0383205817896782e-89,1.730534302982797e-89,1.258570402169307e-89,9.865410199464313e-24,154604691.7500001,0.0,5e-324
1304,0.0,177928420.52962685,7583611.396777609,8.76082990885041e-90,1.460138318141735e-89,1.0619187768303527e-89,9.346178083703033e-24,154604691.7500001,0.0,5e-324
1305,0.0,177928420.52962685,7583611.396777609,7.391950235592534e-90,1.231991705932089e-89,8.959939679506101e-90,8.854273974034452e-24,154604691.7500001,0.0,5e-324
1306,0.0,177928420.52962685,7583611.396777609,6.2369580112812e-90,1.0394930018802e-89,7.5599491045832726e-90,8.38825955434843e-24,154604691.7500001,0.0,5e-324
1307,0.0,177928420.52962685,7583611.396777609,5.262433322018513e-90,8.770722203364188e-90,6.378707056992137e-90,7.946772209382723e-24,154604691.7500001,0.0,5e-324
1308,0.0,177928420.52962685,7583611.396777609,4.440178115453121e-90,7.400296859088534e-90,5.382034079337115e-90,7.528521040467843e-24,154604691.7500001,0.0,5e-324
1309,0.0,177928420.52962685,7583611.396777609,3.7464002849135707e-90,6.244000474855951e-90,4.541091254440691e-90,7.132283090969535e-24,154604691.7500001,0.0,5e-324
1310,0.0,177928420.52962685,7583611.396777609,3.161025240395825e-90,5.2683754006597085e-90,3.831545745934333e-90,6.756899770392191e-24,154604691.7500001,0.0,5e-324
1311,0.0,177928420.52962685,7583611.396777609,2.6671150465839777e-90,4.445191744306629e-90,3.2328667231320934e-90,6.4012734666873394e-24,154604691.7500001,0.0,5e-324
1312,0.0,177928420.52962685,7583611.396777609,2.250378320555231e-90,3.7506305342587183e-90,2.7277312976427042e-90,6.06436433686169e-24,154604691.7500001,0.0,5e-324
1313,0.0,177928420.52962685,7583611.396777609,1.8987567079684762e-90,3.1645945132807936e-90,2.3015232823860316e-90,5.745187266500548e-24,154604691.7500001,0.0,5e-324
1314,0.0,177928420.52962685,7583611.396777609,1.6020759723484018e-90,2.6701266205806694e-90,1.9419102695132142e-90,5.442808989316309e-24,154604691.7500001,0.0,5e-324
1315,0.0,177928420.52962685,7583611.396777609,1.351751601668964e-90,2.2529193361149397e-90,1.6384867899017745e-90,5.156345358299661e-24,154604691.7500001,0.0,5e-324
1316,0.0,177928420.52962685,7583611.396777609,1.1405404139081884e-90,1.9009006898469805e-90,1.3824732289796223e-90,4.884958760494416e-24,154604691.7500001,0.0,5e-324
1317,0.0,177928420.52962685,7583611.396777609,9.623309742350339e-91,1.60388495705839e-90,1.1664617869515563e-90,4.627855667836815e-24,154604691.7500001,0.0,5e-324
1318,0.0,177928420.52962685,7583611.396777609,8.119667595108099e-91,1.3532779325180164e-90,9.842021327403756e-91,4.384284316898035e-24,154604691.7500001,0.0,5e-324
1319,0.0,177928420.52962685,7583611.396777609,6.850969533372459e-91,1.1418282555620764e-90,8.304205494996919e-91,4.153532510745507e-24,154604691.7500001,0.0,5e-324
1320,0.0,177928420.52962685,7583611.396777609,5.780505543783013e-91,9.63417590630502e-91,7.00667338640365e-91,3.9349255364957436e-24,154604691.7500001,0.0,5e-324
1321,0.0,177928420.52962685,7583611.396777609,4.8773015525669165e-91,8.12883592094486e-91,5.911880669778081e-91,3.727824192469652e-24,154604691.7500001,0.0,5e-324
1322,0.0,177928420.52962685,7583611.396777609,4.115223184978336e-91,6.858705308297226e-91,4.988149315125255e-91,3.5316229191817755e-24,154604691.7500001,0.0,5e-324
1323,0.0,177928420.52962685,7583611.396777609,3.472219562325471e-91,5.787032603875785e-91,4.208750984636934e-91,3.345748028698524e-24,154604691.7500001,0.0,5e-324
1324,0.0,177928420.52962685,7583611.396777609,2.9296852557121163e-91,4.882808759520194e-91,3.551133643287413e-91,3.1696560271880757e-24,154604691.7500001,0.0,5e-324
1325,0.0,177928420.52962685,7583611.396777609,2.471921934507098e-91,4.119869890845164e-91,2.9962690115237553e-91,3.0028320257571244e-24,154604691.7500001,0.0,5e-324
1326,0.0,177928420.52962685,7583611.396777609,2.0856841322403643e-91,3.476140220400607e-91,2.5281019784731686e-91,2.844788234927802e-24,154604691.7500001,0.0,5e-324
1327,0.0,177928420.52962685,7583611.396777609,1.7597959865778074e-91,2.932993310963012e-91,2.1330860443367359e-91,2.6950625383526548e-24,154604691.7500001,0.0,5e-324
1328,0.0,177928420.52962685,7583611.396777609,1.484827863675025e-91,2.474713106125041e-91,1.799791349909121e-91,2.553217141597252e-24,154604691.7500001,0.0,5e-324
1329,0.0,177928420.52962685,7583611.396777609,1.2528235099758024e-91,2.0880391832930034e-91,1.5185739514858207e-91,2.4188372920395016e-24,154604691.7500001,0.0,5e-324
1330,0.0,177928420.52962685,7583611.396777609,1.0570698365420833e-91,1.7617830609034715e-91,1.2812967715661612e-91,2.2915300661426857e-24,154604691.7500001,0.0,5e-324
1331,0.0,177928420.52962685,7583611.396777609,8.919026745823828e-92,1.486504457637304e-91,1.0810941510089485e-91,2.1709232205562286e-24,154604691.7500001,0.0,5e-324
1332,0.0,177928420.52962685,7583611.396777609,7.525428816788855e-92,1.2542381361314754e-91,9.121731899138002e-92,2.056664103684848e-24,154604691.7500001,0.0,5e-324
1333,0.0,177928420.52962685,7583611.396777609,6.349580564165597e-92,1.0582634273609324e-91,7.69646128989769e-92,1.9484186245435404e-24,154604691.7500001,0.0,5e-324
1334,0.0,177928420.52962685,7583611.396777609,5.357458601014722e-92,8.929097668357868e-92,6.493889213351175e-92,1.845870275883354e-24,154604691.7500001,0.0,5e-324
1335,0.0,177928420.52962685,7583611.396777609,4.520355694606172e-92,7.533926157676951e-92,5.4792190237650546e-92,1.7487192087315986e-24,154604691.7500001,0.0,5e-324
1336,0.0,177928420.52962685,7583611.396777609,3.814050117323958e-92,6.356750195539928e-92,4.623091051301765e-92,1.656681355640462e-24,154604691.7500001,0.0,5e-324
1337,0.0,177928420.52962685,7583611.396777609,3.218104786492089e-92,5.363507977486814e-92,3.9007330745358644e-92,1.5694876000804375e-24,154604691.7500001,0.0,5e-324
1338,0.0,177928420.52962685,7583611.396777609,2.7152759136027004e-92,4.525459856004499e-92,3.291243531639636e-92,1.4868829895498881e-24,154604691.7500001,0.0,5e-324
1339,0.0,177928420.52962685,7583611.396777609,2.2910140521022785e-92,3.8183567535037965e-92,2.7769867298209426e-92,1.408625990099894e-24,154604691.7500001,0.0,5e-324
1340,0.0,177928420.52962685,7583611.396777609,1.9330431064612975e-92,3.221738510768828e-92,2.3430825532864204e-92,1.3344877800946365e-24,154604691.7500001,0.0,5e-324
1341,0.0,177928420.52962685,7583611.396777609,1.6310051210767198e-92,2.718341868461199e-92,1.9769759043354175e-92,1.2642515811422872e-24,154604691.7500001,0.0,5e-324
1342,0.0,177928420.52962685,7583611.396777609,1.3761605709084823e-92,2.2936009515141367e-92,1.6680734192830085e-92,1.1977120242400615e-24,154604691.7500001,0.0,5e-324
1343,0.0,177928420.52962685,7583611.396777609,1.161135481704032e-92,1.9352258028400527e-92,1.4074369475200385e-92,1.1346745492800582e-24,154604691.7500001,0.0,5e-324
1344,0.0,177928420.52962685,7583611.396777609,9.79708062687777e-93,1.6328467711462946e-92,1.1875249244700324e-92,1.0749548361600552e-24,154604691.7500001,0.0,5e-324
1345,0.0,177928420.52962685,7583611.396777609,8.26628677892812e-93,1.3777144631546861e-92,1.0019741550215898e-92,1.0183782658358418e-24,154604691.7500001,0.0,5e-324
1346,0.0,177928420.52962685,7583611.396777609,6.9746794697206e-93,1.1624465782867664e-92,8.454156932994664e-93,9.647794097392185e-25,154604691.7500001,0.0,5e-324
1347,0.0,177928420.52962685,7583611.396777609,5.8848858025767564e-93,9.808143004294592e-93,7.133194912214248e-93,9.140015460687333e-25,154604691.7500001,0.0,5e-324
1348,0.0,177928420.52962685,7583611.396777609,4.965372395924138e-93,8.275620659873561e-93,6.018633207180771e-93,8.658962015388e-25,154604691.7500001,0.0,5e-324
1349,0.0,177928420.52962685,7583611.396777609,4.189532959060992e-93,6.982554931768318e-93,5.0782217685587764e-93,8.203227172472842e-25,154604691.7500001,0.0,5e-324
1350,0.0,177928420.52962685,7583611.396777609,3.534918434207712e-93,5.891530723679519e-93,4.284749617221468e-93,7.7714783739216405e-25,154604691.7500001,0.0,5e-324
1351,0.0,177928420.52962685,7583611.396777609,2.982587428862757e-93,4.970979048104594e-93,3.6152574895306138e-93,7.362453196346817e-25,154604691.7500001,0.0,5e-324
1352,0.0,177928420.52962685,7583611.396777609,2.5165581431029513e-93,4.194263571838251e-93,3.0503735067914556e-93,6.974955659696984e-25,154604691.7500001,0.0,5e-324
1353,0.0,177928420.52962685,7583611.396777609,2.123345933243115e-93,3.538909888738525e-93,2.5737526463552904e-93,6.607852730239248e-25,154604691.7500001,0.0,5e-324
1354,0.0,177928420.52962685,7583611.396777609,1.7915731311738784e-93,2.98595521862313e-93,2.1716037953622766e-93,6.260071007595078e-25,154604691.7500001,0.0,5e-324
1355,0.0,177928420.52962685,7583611.396777609,1.51163982942796e-93,2.519399715713266e-93,1.8322907023369209e-93,5.930593586142705e-25,154604691.7500001,0.0,5e-324
1356,0.0,177928420.52962685,7583611.396777609,1.2754461060798413e-93,2.125743510133068e-93,1.5459952800967768e-93,5.6184570816088785e-25,154604691.7500001,0.0,5e-324
1357,0.0,177928420.52962685,7583611.396777609,1.076157652004866e-93,1.7935960866747762e-93,1.3044335175816555e-93,5.32274881415578e-25,154604691.7500001,0.0,5e-324
1358,0.0,177928420.52962685,7583611.396777609,9.080080188791057e-94,1.5133466981318425e-93,1.1006157804595218e-93,5.042604139726528e-25,154604691.7500001,0.0,5e-324
1359,0.0,177928420.52962685,7583611.396777609,7.661317659292455e-94,1.2768862765487422e-93,9.286445647627215e-94,4.777203921846185e-25,154604691.7500001,0.0,5e-324
1360,0.0,177928420.52962685,7583611.396777609,6.464236775028009e-94,1.0773727958380012e-93,7.835438515185463e-94,4.525772136485859e-25,154604691.7500001,0.0,5e-324
1361,0.0,177928420.52962685,7583611.396777609,5.454199778929883e-94,9.090332964883135e-94,6.611151247187734e-94,4.287573602986603e-25,154604691.7500001,0.0,5e-324
1362,0.0,177928420.52962685,7583611.396777609,4.601981063472089e-94,7.669968439120145e-94,5.578158864814651e-94,4.061911834408361e-25,154604691.7500001,0.0,5e-324
1363,0.0,177928420.52962685,7583611.396777609,3.8829215223045746e-94,6.471535870507623e-94,4.706571542187362e-94,3.8481270010184474e-25,154604691.7500001,0.0,5e-324
1364,0.0,177928420.52962685,7583611.396777609,3.276215034444485e-94,5.460358390740807e-94,3.9711697387205866e-94,3.645594000964845e-25,154604691.7500001,0.0,5e-324
1365,0.0,177928420.52962685,7583611.396777609,2.7643064353125343e-94,4.6071773921875565e-94,3.3506744670454954e-94,3.4537206324930107e-25,154604691.7500001,0.0,5e-324
1366,0.0,177928420.52962685,7583611.396777609,2.3323835547949508e-94,3.887305924658251e-94,2.827131581569637e-94,3.2719458623618e-25,154604691.7500001,0.0,5e-324
1367,0.0,177928420.52962685,7583611.396777609,1.9679486243582397e-94,3.279914373930399e-94,2.3853922719493813e-94,3.099738185395389e-25,154604691.7500001,0.0,5e-324
1368,0.0,177928420.52962685,7583611.396777609,1.6604566518022648e-94,2.7674277530037743e-94,2.0126747294572906e-94,2.9365940703745795e-25,154604691.7500001,0.0,5e-324
1369,0.0,177928420.52962685,7583611.396777609,1.4010102999581608e-94,2.3350171665969345e-94,1.698194302979589e-94,2.782036487723286e-25,154604691.7500001,0.0,5e-324
1370,0.0,177928420.52962685,7583611.396777609,1.1821024405896982e-94,1.9701707343161636e-94,1.4328514431390282e-94,2.6356135146852183e-25,154604691.7500001,0.0,5e-324
1371,0.0,177928420.52962685,7583611.396777609,9.973989342475578e-95,1.662331557079263e-94,1.208968405148555e-94,2.496897013912312e-25,154604691.7500001,0.0,5e-324
1372,0.0,177928420.52962685,7583611.396777609,8.415553507713769e-95,1.402592251285628e-94,1.0200670918440932e-94,2.365481381601138e-25,154604691.7500001,0.0,5e-324
1373,0.0,177928420.52962685,7583611.396777609,7.100623272133493e-95,1.1834372120222488e-94,8.606816087434536e-95,2.2409823615168676e-25,154604691.7500001,0.0,5e-324
1374,0.0,177928420.52962685,7583611.396777609,5.991150885862635e-95,9.985251476437724e-95,7.26200107377289e-95,2.1230359214370323e-25,154604691.7500001,0.0,5e-324
1375,0.0,177928420.52962685,7583611.396777609,5.0550335599465985e-95,8.42505593324433e-95,6.127313405995876e-95,2.01129718872982e-25,154604691.7500001,0.0,5e-324
1376,0.0,177928420.52962685,7583611.396777609,4.2651845662049424e-95,7.108640943674904e-95,5.169920686309021e-95,1.9054394419545665e-25,154604691.7500001,0.0,5e-324
1377,0.0,177928420.52962685,7583611.396777609,3.59874947773542e-95,5.9979157962257e-95,4.362120579073236e-95,1.805153155535905e-25,154604691.7500001,0.0,5e-324
1378,0.0,177928420.52962685,7583611.396777609,3.0364448718392603e-95,5.0607414530654343e-95,3.6805392385930434e-95,1.7101450947182258e-25,154604691.7500001,0.0,5e-324
1379,0.0,177928420.52962685,7583611.396777609,2.5620003606143757e-95,4.27000060102396e-95,3.1054549825628806e-95,1.6201374581541086e-25,154604691.7500001,0.0,5e-324
1380,0.0,177928420.52962685,7583611.396777609,2.1616878042683794e-95,3.6028130071139663e-95,2.6202276415374303e-95,1.5348670656196818e-25,154604691.7500001,0.0,5e-324
1381,0.0,177928420.52962685,7583611.396777609,1.8239240848514452e-95,3.039873474752409e-95,2.2108170725472066e-95,1.4540845884818037e-25,154604691.7500001,0.0,5e-324
1382,0.0,177928420.52962685,7583611.396777609,1.5389359465934068e-95,2.564893244322345e-95,1.8653769049617057e-95,1.377553820666972e-25,154604691.7500001,0.0,5e-324
1383,0.0,177928420.52962685,7583611.396777609,1.2984772049381869e-95,2.1641286748969786e-95,1.573911763561439e-95,1.3050509880002892e-25,154604691.7500001,0.0,5e-324
1384,0.0,177928420.52962685,7583611.396777609,1.0955901416665952e-95,1.8259835694443255e-95,1.3279880505049642e-95,1.2363640938950109e-25,154604691.7500001,0.0,5e-324
1385,0.0,177928420.52962685,7583611.396777609,9.244041820311897e-96,1.5406736367186496e-95,1.1204899176135635e-95,1.171292299479484e-25,154604691.7500001,0.0,5e-324
1386,0.0,177928420.52962685,7583611.396777609,7.799660285888163e-96,1.2999433809813606e-95,9.454133679864442e-96,1.1096453363489848e-25,154604691.7500001,0.0,5e-324
1387,0.0,177928420.52962685,7583611.396777609,6.580963366218138e-96,1.096827227703023e-95,7.976925292385623e-96,1.051242950225354e-25,154604691.7500001,0.0,5e-324
1388,0.0,177928420.52962685,7583611.396777609,5.552687840246554e-96,9.254479733744258e-96,6.730530715450369e-96,9.959143738977037e-26,154604691.7500001,0.0,5e-324
1389,0.0,177928420.52962685,7583611.396777609,4.68508036520803e-96,7.808467275346717e-96,5.678885291161249e-96,9.434978279030877e-26,154604691.7500001,0.0,5e-324
1390,0.0,177928420.52962685,7583611.396777609,3.9530365581442755e-96,6.588394263573792e-96,4.791559464417304e-96,8.938400474871358e-26,154604691.7500001,0.0,5e-324
1391,0.0,177928420.52962685,7583611.396777609,3.3353745959342327e-96,5.558957659890387e-96,4.0428782981021e-96,8.467958344614971e-26,154604691.7500001,0.0,5e-324
